YEAR,MONTH,DAY,DATE,CITY,RAINFALL,WIND_DIRECTION,WIND_SPEED
2020,5,21,2020-05-21,Virac Synop,3.52,33.0,3.0
2020,5,22,2020-05-22,Virac Synop,20.09,76.0,3.0
2020,5,23,2020-05-23,Virac Synop,7.16,151.0,3.1
2020,5,24,2020-05-24,Virac Synop,8.37,7.0,2.8
2020,5,25,2020-05-25,Virac Synop,13.54,147.0,3.0
2020,5,26,2020-05-26,Virac Synop,12.66,17.0,3.1
2020,5,27,2020-05-27,Virac Synop,6.48,-20.0,3.2
2020,5,28,2020-05-28,Virac Synop,1.05,128.0,3.3
2020,5,29,2020-05-29,Virac Synop,12.31,273.0,1.9
2020,5,30,2020-05-30,Virac Synop,0.0,-48.0,1.9
2020,5,31,2020-05-31,Virac Synop,0.0,-28.0,2.7
2020,6,1,2020-06-01,Virac Synop,8.14,75.0,2.4
2020,6,2,2020-06-02,Virac Synop,1.94,265.0,2.1
2020,6,3,2020-06-03,Virac Synop,6.52,179.0,1.9
2020,6,4,2020-06-04,Virac Synop,9.26,72.0,1.9
2020,6,5,2020-06-05,Virac Synop,4.07,167.0,2.4
2020,6,6,2020-06-06,Virac Synop,4.73,127.0,1.4
2020,6,7,2020-06-07,Virac Synop,11.89,128.0,1.5
2020,6,8,2020-06-08,Virac Synop,3.1,141.0,1.8
2020,6,9,2020-06-09,Virac Synop,5.76,83.0,2.1
2020,6,10,2020-06-10,Virac Synop,5.77,217.0,1.2
2020,6,11,2020-06-11,Virac Synop,13.88,116.0,2.5
2020,6,12,2020-06-12,Virac Synop,13.45,85.0,2.0
2020,6,13,2020-06-13,Virac Synop,10.38,96.0,2.1
2020,6,14,2020-06-14,Virac Synop,12.14,98.0,2.3
2020,6,15,2020-06-15,Virac Synop,13.86,239.0,1.7
2020,6,16,2020-06-16,Virac Synop,12.85,132.0,1.5
2020,6,17,2020-06-17,Virac Synop,5.48,113.0,2.2
2020,6,18,2020-06-18,Virac Synop,4.35,67.0,2.6
2020,6,19,2020-06-19,Virac Synop,11.49,204.0,2.6
2020,6,20,2020-06-20,Virac Synop,0.0,96.0,2.7
2020,6,21,2020-06-21,Virac Synop,0.0,130.0,2.8
2020,6,22,2020-06-22,Virac Synop,0.0,110.0,2.5
2020,6,23,2020-06-23,Virac Synop,4.84,149.0,2.5
2020,6,24,2020-06-24,Virac Synop,2.23,200.0,2.9
2020,6,25,2020-06-25,Virac Synop,5.91,97.0,2.5
2020,6,26,2020-06-26,Virac Synop,10.85,198.0,1.7
2020,6,27,2020-06-27,Virac Synop,5.91,221.0,1.7
2020,6,28,2020-06-28,Virac Synop,11.93,67.0,1.8
2020,6,29,2020-06-29,Virac Synop,13.82,91.0,2.5
2020,6,30,2020-06-30,Virac Synop,20.35,83.0,3.3
2020,7,1,2020-07-01,Virac Synop,6.5,212.0,3.1
2020,7,2,2020-07-02,Virac Synop,9.71,283.0,3.1
2020,7,3,2020-07-03,Virac Synop,2.81,158.0,3.3
2020,7,4,2020-07-04,Virac Synop,7.97,185.0,3.4
2020,7,5,2020-07-05,Virac Synop,11.06,234.0,2.8
2020,7,6,2020-07-06,Virac Synop,11.67,122.0,2.8
2020,7,7,2020-07-07,Virac Synop,3.91,89.0,3.0
2020,7,8,2020-07-08,Virac Synop,12.63,175.0,2.5
2020,7,9,2020-07-09,Virac Synop,10.01,185.0,2.8
2020,7,10,2020-07-10,Virac Synop,3.08,80.0,2.7
2020,7,11,2020-07-11,Virac Synop,0.0,176.0,2.9
2020,7,12,2020-07-12,Virac Synop,2.33,107.0,2.6
2020,7,13,2020-07-13,Virac Synop,15.34,304.0,1.9
2020,7,14,2020-07-14,Virac Synop,3.72,85.0,2.4
2020,7,15,2020-07-15,Virac Synop,7.52,62.0,3.0
2020,7,16,2020-07-16,Virac Synop,9.48,50.0,2.3
2020,7,17,2020-07-17,Virac Synop,14.6,187.0,1.8
2020,7,18,2020-07-18,Virac Synop,4.59,33.0,2.8
2020,7,19,2020-07-19,Virac Synop,8.44,117.0,2.8
2020,7,20,2020-07-20,Virac Synop,0.0,75.0,3.0
2020,7,21,2020-07-21,Virac Synop,13.72,155.0,1.8
2020,7,22,2020-07-22,Virac Synop,5.83,239.0,1.1
2020,7,23,2020-07-23,Virac Synop,8.63,111.0,1.7
2020,7,24,2020-07-24,Virac Synop,0.0,125.0,2.2
2020,7,25,2020-07-25,Virac Synop,12.73,23.0,2.5
2020,7,26,2020-07-26,Virac Synop,0.0,157.0,2.1
2020,7,27,2020-07-27,Virac Synop,3.67,157.0,1.5
2020,7,28,2020-07-28,Virac Synop,0.0,44.0,2.2
2020,7,29,2020-07-29,Virac Synop,0.0,196.0,2.0
2020,7,30,2020-07-30,Virac Synop,5.42,333.0,1.0
2020,7,31,2020-07-31,Virac Synop,3.54,216.0,1.0
2020,8,1,2020-08-01,Virac Synop,6.79,245.0,1.0
2020,8,2,2020-08-02,Virac Synop,0.0,169.0,1.7
2020,8,3,2020-08-03,Virac Synop,0.28,187.0,1.0
2020,8,4,2020-08-04,Virac Synop,1.08,205.0,1.0
2020,8,5,2020-08-05,Virac Synop,0.0,221.0,1.1
2020,8,6,2020-08-06,Virac Synop,3.57,237.0,1.0
2020,8,7,2020-08-07,Virac Synop,0.0,140.0,1.7
2020,8,8,2020-08-08,Virac Synop,0.0,268.0,1.0
2020,8,9,2020-08-09,Virac Synop,2.11,236.0,1.0
2020,8,10,2020-08-10,Virac Synop,1.12,138.0,1.5
2020,8,11,2020-08-11,Virac Synop,1.26,235.0,1.4
2020,8,12,2020-08-12,Virac Synop,0.0,190.0,1.2
2020,8,13,2020-08-13,Virac Synop,0.0,129.0,1.5
2020,8,14,2020-08-14,Virac Synop,1.48,157.0,1.4
2020,8,15,2020-08-15,Virac Synop,4.25,244.0,1.0
2020,8,16,2020-08-16,Virac Synop,5.46,139.0,1.5
2020,8,17,2020-08-17,Virac Synop,0.46,201.0,1.0
2020,8,18,2020-08-18,Virac Synop,0.0,83.0,1.3
2020,8,19,2020-08-19,Virac Synop,0.0,253.0,1.4
2020,8,20,2020-08-20,Virac Synop,0.22,112.0,1.2
2020,8,21,2020-08-21,Virac Synop,0.0,83.0,1.6
2020,8,22,2020-08-22,Virac Synop,1.43,201.0,1.0
2020,8,23,2020-08-23,Virac Synop,3.42,225.0,1.2
2020,8,24,2020-08-24,Virac Synop,0.0,135.0,1.1
2020,8,25,2020-08-25,Virac Synop,1.15,209.0,1.0
2020,8,26,2020-08-26,Virac Synop,0.0,249.0,1.1
2020,8,27,2020-08-27,Virac Synop,0.0,272.0,1.0
2020,8,28,2020-08-28,Virac Synop,8.01,234.0,2.2
2020,8,29,2020-08-29,Virac Synop,15.99,271.0,1.8
2020,8,30,2020-08-30,Virac Synop,3.41,64.0,2.2
2020,8,31,2020-08-31,Virac Synop,6.51,333.0,1.5
2020,9,1,2020-09-01,Virac Synop,6.36,241.0,1.6
2020,9,2,2020-09-02,Virac Synop,0.0,66.0,2.1
2020,9,3,2020-09-03,Virac Synop,4.28,275.0,1.1
2020,9,4,2020-09-04,Virac Synop,3.48,194.0,2.0
2020,9,5,2020-09-05,Virac Synop,18.97,88.0,1.5
2020,9,6,2020-09-06,Virac Synop,14.02,-38.0,3.1
2020,9,7,2020-09-07,Virac Synop,0.0,43.0,2.5
2020,9,8,2020-09-08,Virac Synop,6.99,19.0,3.0
2020,9,9,2020-09-09,Virac Synop,2.6,-3.0,3.2
2020,9,10,2020-09-10,Virac Synop,5.55,-39.0,3.0
2020,9,11,2020-09-11,Virac Synop,20.57,122.0,2.2
2020,9,12,2020-09-12,Virac Synop,7.23,27.0,3.0
2020,9,13,2020-09-13,Virac Synop,9.52,-48.0,3.5
2020,9,14,2020-09-14,Virac Synop,3.61,8.0,2.9
2020,9,15,2020-09-15,Virac Synop,3.26,-23.0,3.6
2020,9,16,2020-09-16,Virac Synop,11.54,-48.0,3.5
2020,9,17,2020-09-17,Virac Synop,6.66,-48.0,3.6
2020,9,18,2020-09-18,Virac Synop,5.01,-48.0,3.6
2020,9,19,2020-09-19,Virac Synop,9.86,-48.0,3.5
2020,9,20,2020-09-20,Virac Synop,9.4,-48.0,3.6
2020,9,21,2020-09-21,Virac Synop,10.02,-48.0,3.8
2020,9,22,2020-09-22,Virac Synop,8.79,-48.0,3.8
2020,9,23,2020-09-23,Virac Synop,14.8,-12.0,3.2
2020,9,24,2020-09-24,Virac Synop,12.09,-48.0,3.5
2020,9,25,2020-09-25,Virac Synop,13.95,-48.0,3.7
2020,9,26,2020-09-26,Virac Synop,9.27,-48.0,3.0
2020,9,27,2020-09-27,Virac Synop,30.1,318.0,2.1
2020,9,28,2020-09-28,Virac Synop,4.74,96.0,1.7
2020,9,29,2020-09-29,Virac Synop,2.05,95.0,2.2
2020,9,30,2020-09-30,Virac Synop,5.63,152.0,2.2
2020,10,1,2020-10-01,Virac Synop,0.0,138.0,2.2
2020,10,2,2020-10-02,Virac Synop,0.0,204.0,2.1
2020,10,3,2020-10-03,Virac Synop,1.9,116.0,1.7
2020,10,4,2020-10-04,Virac Synop,4.72,294.0,1.6
2020,10,5,2020-10-05,Virac Synop,0.6,130.0,1.8
2020,10,6,2020-10-06,Virac Synop,9.62,84.0,1.7
2020,10,7,2020-10-07,Virac Synop,5.62,85.0,2.3
2020,10,8,2020-10-08,Virac Synop,0.34,102.0,2.8
2020,10,9,2020-10-09,Virac Synop,0.0,78.0,2.1
2020,10,10,2020-10-10,Virac Synop,0.0,137.0,1.8
2020,10,11,2020-10-11,Virac Synop,4.24,144.0,2.0
2020,10,12,2020-10-12,Virac Synop,7.82,17.0,2.1
2020,10,13,2020-10-13,Virac Synop,5.86,50.0,3.0
2020,10,14,2020-10-14,Virac Synop,12.79,190.0,1.9
2020,10,15,2020-10-15,Virac Synop,12.07,197.0,1.3
2020,10,16,2020-10-16,Virac Synop,6.79,78.0,3.1
2020,10,17,2020-10-17,Virac Synop,0.37,20.0,2.6
2020,10,18,2020-10-18,Virac Synop,5.43,67.0,3.2
2020,10,19,2020-10-19,Virac Synop,0.0,98.0,2.8
2020,10,20,2020-10-20,Virac Synop,0.0,77.0,3.1
2020,10,21,2020-10-21,Virac Synop,3.18,-12.0,3.0
2020,10,22,2020-10-22,Virac Synop,6.18,27.0,2.9
2020,10,23,2020-10-23,Virac Synop,0.13,30.0,3.0
2020,10,24,2020-10-24,Virac Synop,7.4,173.0,3.2
2020,10,25,2020-10-25,Virac Synop,12.54,149.0,2.3
2020,10,26,2020-10-26,Virac Synop,2.49,120.0,2.1
2020,10,27,2020-10-27,Virac Synop,15.01,164.0,1.8
2020,10,28,2020-10-28,Virac Synop,11.21,179.0,1.4
2020,10,29,2020-10-29,Virac Synop,20.49,155.0,1.1
2020,10,30,2020-10-30,Virac Synop,4.62,205.0,1.3
2020,10,31,2020-10-31,Virac Synop,8.05,157.0,1.1
2020,11,1,2020-11-01,Virac Synop,5.08,126.0,1.4
2020,11,2,2020-11-02,Virac Synop,9.16,224.0,1.9
2020,11,3,2020-11-03,Virac Synop,3.97,140.0,2.4
2020,11,4,2020-11-04,Virac Synop,11.04,158.0,2.2
2020,11,5,2020-11-05,Virac Synop,0.88,148.0,2.3
2020,11,6,2020-11-06,Virac Synop,10.61,194.0,2.2
2020,11,7,2020-11-07,Virac Synop,2.34,244.0,2.1
2020,11,8,2020-11-08,Virac Synop,6.98,179.0,1.8
2020,11,9,2020-11-09,Virac Synop,0.0,134.0,2.0
2020,11,10,2020-11-10,Virac Synop,12.04,212.0,1.3
2020,11,11,2020-11-11,Virac Synop,9.04,159.0,2.1
2020,11,12,2020-11-12,Virac Synop,8.72,206.0,1.9
2020,11,13,2020-11-13,Virac Synop,6.88,131.0,2.3
2020,11,14,2020-11-14,Virac Synop,8.4,94.0,2.0
2020,11,15,2020-11-15,Virac Synop,11.46,110.0,1.7
2020,11,16,2020-11-16,Virac Synop,0.89,122.0,2.5
2020,11,17,2020-11-17,Virac Synop,6.82,111.0,2.7
2020,11,18,2020-11-18,Virac Synop,11.72,167.0,2.7
2020,11,19,2020-11-19,Virac Synop,6.16,136.0,2.1
2020,11,20,2020-11-20,Virac Synop,9.66,111.0,2.7
2020,11,21,2020-11-21,Virac Synop,11.07,116.0,2.9
2020,11,22,2020-11-22,Virac Synop,8.7,223.0,2.6
2020,11,23,2020-11-23,Virac Synop,19.05,155.0,2.6
2020,11,24,2020-11-24,Virac Synop,18.79,74.0,2.4
2020,11,25,2020-11-25,Virac Synop,11.91,107.0,3.0
2020,11,26,2020-11-26,Virac Synop,11.77,123.0,2.2
2020,11,27,2020-11-27,Virac Synop,7.77,134.0,1.8
2020,11,28,2020-11-28,Virac Synop,8.49,254.0,1.0
2020,11,29,2020-11-29,Virac Synop,6.66,142.0,1.6
2020,11,30,2020-11-30,Virac Synop,5.41,244.0,2.2
2020,12,1,2020-12-01,Virac Synop,0.0,246.0,2.8
2020,12,2,2020-12-02,Virac Synop,7.75,265.0,2.4
2020,12,3,2020-12-03,Virac Synop,0.0,225.0,2.3
2020,12,4,2020-12-04,Virac Synop,9.33,149.0,2.0
2020,12,5,2020-12-05,Virac Synop,7.35,137.0,2.0
2020,12,6,2020-12-06,Virac Synop,5.85,237.0,2.2
2020,12,7,2020-12-07,Virac Synop,2.8,238.0,2.5
2020,12,8,2020-12-08,Virac Synop,0.0,283.0,2.2
2020,12,9,2020-12-09,Virac Synop,0.0,210.0,2.1
2020,12,10,2020-12-10,Virac Synop,0.0,149.0,2.5
2020,12,11,2020-12-11,Virac Synop,7.67,228.0,2.1
2020,12,12,2020-12-12,Virac Synop,7.93,183.0,1.4
2020,12,13,2020-12-13,Virac Synop,7.81,216.0,2.0
2020,12,14,2020-12-14,Virac Synop,10.47,161.0,2.3
2020,12,15,2020-12-15,Virac Synop,3.99,276.0,1.9
2020,12,16,2020-12-16,Virac Synop,0.0,198.0,2.0
2020,12,17,2020-12-17,Virac Synop,3.06,181.0,1.9
2020,12,18,2020-12-18,Virac Synop,2.28,209.0,2.4
2020,12,19,2020-12-19,Virac Synop,3.3,128.0,2.3
2020,12,20,2020-12-20,Virac Synop,0.0,50.0,2.4
2020,12,21,2020-12-21,Virac Synop,8.34,66.0,2.8
2020,12,22,2020-12-22,Virac Synop,8.87,10.0,2.9
2020,12,23,2020-12-23,Virac Synop,3.03,31.0,2.6
2020,12,24,2020-12-24,Virac Synop,2.17,181.0,2.0
2020,12,25,2020-12-25,Virac Synop,5.58,217.0,2.6
2020,12,26,2020-12-26,Virac Synop,6.33,69.0,1.9
2020,12,27,2020-12-27,Virac Synop,0.0,293.0,1.2
2020,12,28,2020-12-28,Virac Synop,0.0,125.0,2.0
2020,12,29,2020-12-29,Virac Synop,0.0,147.0,2.8
2020,12,30,2020-12-30,Virac Synop,4.19,26.0,2.7
2020,12,31,2020-12-31,Virac Synop,9.14,179.0,2.1
2021,1,1,2021-01-01,Virac Synop,0.0,152.0,2.8
2021,1,2,2021-01-02,Virac Synop,2.79,116.0,2.8
2021,1,3,2021-01-03,Virac Synop,2.31,80.0,3.4
2021,1,4,2021-01-04,Virac Synop,2.17,17.0,3.3
2021,1,5,2021-01-05,Virac Synop,0.0,29.0,3.5
2021,1,6,2021-01-06,Virac Synop,0.0,100.0,2.8
2021,1,7,2021-01-07,Virac Synop,5.78,127.0,2.6
2021,1,8,2021-01-08,Virac Synop,4.48,218.0,2.0
2021,1,9,2021-01-09,Virac Synop,7.09,214.0,1.0
2021,1,10,2021-01-10,Virac Synop,2.34,322.0,1.0
2021,1,11,2021-01-11,Virac Synop,0.0,211.0,1.8
2021,1,12,2021-01-12,Virac Synop,5.47,255.0,1.1
2021,1,13,2021-01-13,Virac Synop,0.0,113.0,1.8
2021,1,14,2021-01-14,Virac Synop,0.0,61.0,2.3
2021,1,15,2021-01-15,Virac Synop,0.0,62.0,2.3
2021,1,16,2021-01-16,Virac Synop,1.88,66.0,1.6
2021,1,17,2021-01-17,Virac Synop,0.0,215.0,1.0
2021,1,18,2021-01-18,Virac Synop,0.77,70.0,2.0
2021,1,19,2021-01-19,Virac Synop,5.94,303.0,1.0
2021,1,20,2021-01-20,Virac Synop,0.0,200.0,1.1
2021,1,21,2021-01-21,Virac Synop,0.0,133.0,1.7
2021,1,22,2021-01-22,Virac Synop,7.02,123.0,1.6
2021,1,23,2021-01-23,Virac Synop,1.91,204.0,1.3
2021,1,24,2021-01-24,Virac Synop,6.77,182.0,1.6
2021,1,25,2021-01-25,Virac Synop,11.02,342.0,1.7
2021,1,26,2021-01-26,Virac Synop,9.19,366.0,1.9
2021,1,27,2021-01-27,Virac Synop,0.0,212.0,2.2
2021,1,28,2021-01-28,Virac Synop,2.47,228.0,1.4
2021,1,29,2021-01-29,Virac Synop,5.83,216.0,1.5
2021,1,30,2021-01-30,Virac Synop,4.68,202.0,1.1
2021,1,31,2021-01-31,Virac Synop,0.01,159.0,1.6
2021,2,1,2021-02-01,Virac Synop,3.91,114.0,1.4
2021,2,2,2021-02-02,Virac Synop,0.0,120.0,1.5
2021,2,3,2021-02-03,Virac Synop,0.0,140.0,1.4
2021,2,4,2021-02-04,Virac Synop,0.86,143.0,1.9
2021,2,5,2021-02-05,Virac Synop,0.0,140.0,2.2
2021,2,6,2021-02-06,Virac Synop,4.23,195.0,1.3
2021,2,7,2021-02-07,Virac Synop,12.5,78.0,1.1
2021,2,8,2021-02-08,Virac Synop,0.0,106.0,2.4
2021,2,9,2021-02-09,Virac Synop,0.0,64.0,2.9
2021,2,10,2021-02-10,Virac Synop,0.0,98.0,2.3
2021,2,11,2021-02-11,Virac Synop,0.0,35.0,2.4
2021,2,12,2021-02-12,Virac Synop,6.77,171.0,1.7
2021,2,13,2021-02-13,Virac Synop,0.0,110.0,2.5
2021,2,14,2021-02-14,Virac Synop,0.0,-25.0,3.2
2021,2,15,2021-02-15,Virac Synop,0.0,1.0,3.2
2021,2,16,2021-02-16,Virac Synop,3.03,26.0,2.3
2021,2,17,2021-02-17,Virac Synop,1.36,21.0,1.9
2021,2,18,2021-02-18,Virac Synop,0.0,30.0,2.0
2021,2,19,2021-02-19,Virac Synop,0.0,226.0,1.3
2021,2,20,2021-02-20,Virac Synop,0.0,-2.0,2.1
2021,2,21,2021-02-21,Virac Synop,13.22,148.0,1.2
2021,2,22,2021-02-22,Virac Synop,0.0,22.0,1.6
