YEAR,MONTH,DAY,DATE,CITY,RAINFALL,WIND_DIRECTION,WIND_SPEED
2020,3,13,2020-03-13,Daet,16.28,189.0,1.5
2020,3,14,2020-03-14,Daet,10.25,177.0,1.9
2020,3,15,2020-03-15,Daet,11.4,199.0,1.9
2020,3,16,2020-03-16,Daet,5.88,167.0,2.0
2020,3,17,2020-03-17,Daet,8.5,173.0,2.1
2020,3,18,2020-03-18,Daet,8.01,183.0,2.0
2020,3,19,2020-03-19,Daet,12.6,284.0,2.3
2020,3,20,2020-03-20,Daet,12.9,193.0,2.3
2020,3,21,2020-03-21,Daet,11.29,163.0,2.1
2020,3,22,2020-03-22,Daet,11.95,203.0,2.2
2020,3,23,2020-03-23,Daet,20.47,175.0,1.5
2020,3,24,2020-03-24,Daet,17.09,147.0,1.7
2020,3,25,2020-03-25,Daet,18.66,187.0,1.8
2020,3,26,2020-03-26,Daet,9.78,157.0,1.8
2020,3,27,2020-03-27,Daet,18.15,204.0,2.0
2020,3,28,2020-03-28,Daet,18.07,181.0,1.7
2020,3,29,2020-03-29,Daet,13.56,225.0,1.7
2020,3,30,2020-03-30,Daet,16.63,185.0,1.9
2020,3,31,2020-03-31,Daet,0.0,130.0,1.9
2020,4,1,2020-04-01,Daet,0.0,314.0,1.9
2020,4,2,2020-04-02,Daet,0.0,103.0,2.6
2020,4,3,2020-04-03,Daet,0.0,172.0,2.4
2020,4,4,2020-04-04,Daet,0.0,123.0,2.7
2020,4,5,2020-04-05,Daet,0.0,105.0,2.4
2020,4,6,2020-04-06,Daet,0.0,216.0,2.6
2020,4,7,2020-04-07,Daet,0.0,129.0,2.5
2020,4,8,2020-04-08,Daet,8.25,168.0,2.7
2020,4,9,2020-04-09,Daet,8.35,204.0,2.5
2020,4,10,2020-04-10,Daet,8.44,208.0,2.3
2020,4,11,2020-04-11,Daet,3.79,110.0,2.6
2020,4,12,2020-04-12,Daet,4.21,140.0,2.3
2020,4,13,2020-04-13,Daet,3.95,197.0,2.7
2020,4,14,2020-04-14,Daet,14.0,76.0,2.0
2020,4,15,2020-04-15,Daet,20.93,262.0,1.8
2020,4,16,2020-04-16,Daet,16.85,115.0,1.7
2020,4,17,2020-04-17,Daet,18.97,144.0,1.4
2020,4,18,2020-04-18,Daet,14.38,91.0,1.6
2020,4,19,2020-04-19,Daet,7.28,113.0,2.3
2020,4,20,2020-04-20,Daet,5.96,62.0,2.4
2020,4,21,2020-04-21,Daet,16.5,171.0,2.3
2020,4,22,2020-04-22,Daet,5.82,157.0,2.3
2020,4,23,2020-04-23,Daet,6.96,142.0,2.1
2020,4,24,2020-04-24,Daet,0.0,89.0,2.6
2020,4,25,2020-04-25,Daet,12.95,211.0,2.5
2020,4,26,2020-04-26,Daet,10.48,180.0,2.2
2020,4,27,2020-04-27,Daet,7.95,207.0,2.5
2020,4,28,2020-04-28,Daet,7.2,165.0,2.3
2020,4,29,2020-04-29,Daet,5.88,136.0,2.4
2020,4,30,2020-04-30,Daet,0.0,10.0,2.3
2020,5,1,2020-05-01,Daet,9.26,187.0,2.3
2020,5,2,2020-05-02,Daet,0.0,191.0,2.7
2020,5,3,2020-05-03,Daet,0.0,118.0,3.0
2020,5,4,2020-05-04,Daet,3.36,80.0,2.6
2020,5,5,2020-05-05,Daet,11.08,82.0,2.3
2020,5,6,2020-05-06,Daet,8.95,157.0,2.6
2020,5,7,2020-05-07,Daet,2.86,103.0,2.2
2020,5,8,2020-05-08,Daet,2.85,290.0,2.6
2020,5,9,2020-05-09,Daet,0.13,129.0,2.7
2020,5,10,2020-05-10,Daet,1.52,231.0,2.2
2020,5,11,2020-05-11,Daet,6.11,129.0,2.2
2020,5,12,2020-05-12,Daet,13.93,291.0,2.6
2020,5,13,2020-05-13,Daet,0.0,179.0,2.8
2020,5,14,2020-05-14,Daet,11.59,179.0,2.0
2020,5,15,2020-05-15,Daet,15.44,197.0,2.0
2020,5,16,2020-05-16,Daet,9.03,199.0,2.2
2020,5,17,2020-05-17,Daet,4.12,275.0,2.3
2020,5,18,2020-05-18,Daet,0.25,222.0,2.3
2020,5,19,2020-05-19,Daet,5.8,164.0,2.2
2020,5,20,2020-05-20,Daet,5.34,181.0,2.0
2020,5,21,2020-05-21,Daet,9.6,292.0,2.5
2020,5,22,2020-05-22,Daet,3.17,161.0,2.3
2020,5,23,2020-05-23,Daet,5.76,211.0,2.1
2020,5,24,2020-05-24,Daet,3.1,241.0,2.3
2020,5,25,2020-05-25,Daet,2.98,208.0,2.4
2020,5,26,2020-05-26,Daet,1.04,168.0,2.6
2020,5,27,2020-05-27,Daet,0.0,213.0,2.5
2020,5,28,2020-05-28,Daet,0.0,148.0,2.7
2020,5,29,2020-05-29,Daet,12.16,171.0,2.3
2020,5,30,2020-05-30,Daet,0.33,136.0,2.1
2020,5,31,2020-05-31,Daet,0.0,171.0,1.6
2020,6,1,2020-06-01,Daet,24.49,353.0,2.5
2020,6,2,2020-06-02,Daet,22.95,301.0,2.3
2020,6,3,2020-06-03,Daet,30.27,282.0,2.6
2020,6,4,2020-06-04,Daet,7.57,26.0,2.4
2020,6,5,2020-06-05,Daet,8.32,26.0,2.0
2020,6,6,2020-06-06,Daet,6.14,77.0,2.1
2020,6,7,2020-06-07,Daet,3.79,141.0,2.4
2020,6,8,2020-06-08,Daet,11.4,132.0,2.5
2020,6,9,2020-06-09,Daet,7.7,142.0,2.4
2020,6,10,2020-06-10,Daet,0.0,67.0,2.1
2020,6,11,2020-06-11,Daet,13.21,101.0,2.0
2020,6,12,2020-06-12,Daet,7.13,134.0,2.2
2020,6,13,2020-06-13,Daet,10.33,189.0,2.2
2020,6,14,2020-06-14,Daet,9.12,154.0,2.0
2020,6,15,2020-06-15,Daet,0.0,179.0,2.7
2020,6,16,2020-06-16,Daet,9.5,201.0,2.5
2020,6,17,2020-06-17,Daet,3.51,152.0,2.2
2020,6,18,2020-06-18,Daet,5.62,205.0,2.1
2020,6,19,2020-06-19,Daet,2.76,79.0,2.4
2020,6,20,2020-06-20,Daet,10.87,168.0,1.9
2020,6,21,2020-06-21,Daet,11.43,202.0,2.4
2020,6,22,2020-06-22,Daet,0.0,160.0,2.4
2020,6,23,2020-06-23,Daet,15.02,130.0,1.9
2020,6,24,2020-06-24,Daet,9.96,216.0,2.1
2020,6,25,2020-06-25,Daet,7.14,209.0,2.6
2020,6,26,2020-06-26,Daet,9.34,216.0,2.1
2020,6,27,2020-06-27,Daet,14.76,235.0,2.0
2020,6,28,2020-06-28,Daet,9.18,113.0,2.0
2020,6,29,2020-06-29,Daet,0.0,75.0,2.7
2020,6,30,2020-06-30,Daet,0.0,131.0,1.1
2020,7,1,2020-07-01,Daet,0.48,205.0,3.0
2020,7,2,2020-07-02,Daet,9.19,55.0,3.3
2020,7,3,2020-07-03,Daet,15.31,118.0,3.8
2020,7,4,2020-07-04,Daet,4.09,63.0,2.0
2020,7,5,2020-07-05,Daet,1.7,10.0,2.0
2020,7,6,2020-07-06,Daet,0.96,50.0,2.7
2020,7,7,2020-07-07,Daet,1.64,65.0,2.9
2020,7,8,2020-07-08,Daet,11.81,125.0,2.5
2020,7,9,2020-07-09,Daet,12.89,10.0,2.4
2020,7,10,2020-07-10,Daet,12.16,168.0,2.3
2020,7,11,2020-07-11,Daet,6.14,97.0,1.9
2020,7,12,2020-07-12,Daet,15.45,218.0,1.6
2020,7,13,2020-07-13,Daet,7.52,210.0,2.3
2020,7,14,2020-07-14,Daet,2.78,201.0,2.3
2020,7,15,2020-07-15,Daet,5.56,209.0,2.2
2020,7,16,2020-07-16,Daet,12.57,176.0,2.2
2020,7,17,2020-07-17,Daet,9.48,151.0,1.9
2020,7,18,2020-07-18,Daet,10.33,164.0,2.1
2020,7,19,2020-07-19,Daet,21.02,237.0,1.9
2020,7,20,2020-07-20,Daet,10.33,225.0,2.4
2020,7,21,2020-07-21,Daet,8.02,186.0,2.0
2020,7,22,2020-07-22,Daet,13.1,273.0,2.2
2020,7,23,2020-07-23,Daet,12.25,237.0,2.0
2020,7,24,2020-07-24,Daet,13.48,197.0,2.2
2020,7,25,2020-07-25,Daet,19.3,227.0,1.7
2020,7,26,2020-07-26,Daet,8.29,235.0,2.5
2020,7,27,2020-07-27,Daet,8.42,193.0,2.3
2020,7,28,2020-07-28,Daet,13.05,310.0,2.3
2020,7,29,2020-07-29,Daet,9.11,338.0,2.4
2020,7,30,2020-07-30,Daet,9.17,221.0,2.1
2020,7,31,2020-07-31,Daet,0.0,124.0,2.4
2020,8,1,2020-08-01,Daet,1.62,124.0,2.3
2020,8,2,2020-08-02,Daet,0.0,151.0,2.0
2020,8,3,2020-08-03,Daet,2.9,301.0,2.4
2020,8,4,2020-08-04,Daet,3.38,299.0,2.7
2020,8,5,2020-08-05,Daet,0.64,277.0,2.7
2020,8,6,2020-08-06,Daet,12.52,247.0,2.2
2020,8,7,2020-08-07,Daet,6.93,233.0,2.2
2020,8,8,2020-08-08,Daet,0.0,177.0,2.8
2020,8,9,2020-08-09,Daet,16.59,247.0,2.0
2020,8,10,2020-08-10,Daet,2.49,139.0,2.4
2020,8,11,2020-08-11,Daet,5.77,132.0,2.4
2020,8,12,2020-08-12,Daet,0.0,144.0,2.2
2020,8,13,2020-08-13,Daet,10.62,294.0,2.6
2020,8,14,2020-08-14,Daet,0.0,146.0,2.3
2020,8,15,2020-08-15,Daet,3.11,158.0,2.6
2020,8,16,2020-08-16,Daet,7.01,148.0,2.2
2020,8,17,2020-08-17,Daet,6.2,134.0,2.2
2020,8,18,2020-08-18,Daet,14.38,187.0,2.2
2020,8,19,2020-08-19,Daet,7.04,132.0,1.9
2020,8,20,2020-08-20,Daet,12.74,162.0,2.0
2020,8,21,2020-08-21,Daet,14.12,231.0,2.2
2020,8,22,2020-08-22,Daet,9.05,104.0,2.2
2020,8,23,2020-08-23,Daet,9.37,147.0,2.5
2020,8,24,2020-08-24,Daet,4.05,111.0,2.2
2020,8,25,2020-08-25,Daet,4.59,104.0,2.4
2020,8,26,2020-08-26,Daet,14.73,238.0,2.3
2020,8,27,2020-08-27,Daet,5.28,196.0,2.4
2020,8,28,2020-08-28,Daet,18.08,168.0,3.0
2020,8,29,2020-08-29,Daet,1.19,277.0,2.5
2020,8,30,2020-08-30,Daet,0.73,188.0,2.7
2020,8,31,2020-08-31,Daet,0.0,131.0,2.6
2020,9,1,2020-09-01,Daet,2.72,136.0,2.4
2020,9,2,2020-09-02,Daet,0.0,127.0,2.7
2020,9,3,2020-09-03,Daet,17.45,248.0,2.4
2020,9,4,2020-09-04,Daet,3.66,262.0,2.7
2020,9,5,2020-09-05,Daet,3.76,198.0,2.6
2020,9,6,2020-09-06,Daet,4.44,211.0,2.2
2020,9,7,2020-09-07,Daet,6.64,170.0,2.4
2020,9,8,2020-09-08,Daet,10.89,162.0,2.2
2020,9,9,2020-09-09,Daet,5.08,163.0,2.6
2020,9,10,2020-09-10,Daet,8.35,193.0,2.4
2020,9,11,2020-09-11,Daet,2.65,103.0,2.5
2020,9,12,2020-09-12,Daet,0.0,183.0,2.9
2020,9,13,2020-09-13,Daet,1.82,184.0,2.6
2020,9,14,2020-09-14,Daet,8.98,158.0,2.2
2020,9,15,2020-09-15,Daet,13.48,261.0,2.2
2020,9,16,2020-09-16,Daet,5.31,181.0,2.5
2020,9,17,2020-09-17,Daet,4.95,101.0,2.5
2020,9,18,2020-09-18,Daet,9.11,122.0,2.2
2020,9,19,2020-09-19,Daet,15.76,250.0,2.4
2020,9,20,2020-09-20,Daet,12.75,146.0,1.9
2020,9,21,2020-09-21,Daet,4.03,214.0,2.6
2020,9,22,2020-09-22,Daet,2.84,165.0,2.3
2020,9,23,2020-09-23,Daet,11.86,212.0,2.1
2020,9,24,2020-09-24,Daet,15.05,132.0,1.6
2020,9,25,2020-09-25,Daet,14.37,197.0,2.1
2020,9,26,2020-09-26,Daet,0.0,163.0,2.3
2020,9,27,2020-09-27,Daet,0.0,70.0,3.2
2020,9,28,2020-09-28,Daet,1.58,155.0,2.0
2020,9,29,2020-09-29,Daet,2.86,167.0,1.6
2020,9,30,2020-09-30,Daet,0.0,141.0,1.9
2020,10,1,2020-10-01,Daet,0.0,64.0,2.2
2020,10,2,2020-10-02,Daet,0.0,78.0,2.3
2020,10,3,2020-10-03,Daet,7.59,20.0,1.8
2020,10,4,2020-10-04,Daet,0.0,73.0,2.5
2020,10,5,2020-10-05,Daet,0.0,130.0,2.3
2020,10,6,2020-10-06,Daet,1.48,125.0,2.0
2020,10,7,2020-10-07,Daet,11.41,217.0,1.8
2020,10,8,2020-10-08,Daet,0.0,232.0,2.3
2020,10,9,2020-10-09,Daet,2.37,136.0,2.1
2020,10,10,2020-10-10,Daet,2.91,190.0,2.6
2020,10,11,2020-10-11,Daet,4.04,154.0,2.1
2020,10,12,2020-10-12,Daet,10.29,276.0,2.4
2020,10,13,2020-10-13,Daet,11.93,121.0,2.1
2020,10,14,2020-10-14,Daet,6.03,109.0,2.6
2020,10,15,2020-10-15,Daet,9.06,101.0,2.2
2020,10,16,2020-10-16,Daet,7.66,94.0,2.3
2020,10,17,2020-10-17,Daet,21.25,199.0,1.6
2020,10,18,2020-10-18,Daet,18.37,128.0,2.0
2020,10,19,2020-10-19,Daet,16.78,107.0,2.0
2020,10,20,2020-10-20,Daet,13.7,107.0,1.9
2020,10,21,2020-10-21,Daet,9.73,168.0,2.0
2020,10,22,2020-10-22,Daet,6.18,212.0,2.3
2020,10,23,2020-10-23,Daet,13.91,253.0,2.3
2020,10,24,2020-10-24,Daet,7.87,226.0,2.5
2020,10,25,2020-10-25,Daet,12.28,213.0,2.3
2020,10,26,2020-10-26,Daet,14.03,195.0,1.9
2020,10,27,2020-10-27,Daet,5.5,169.0,1.8
2020,10,28,2020-10-28,Daet,13.71,275.0,1.4
2020,10,29,2020-10-29,Daet,3.0,237.0,2.3
2020,10,30,2020-10-30,Daet,0.75,155.0,3.1
2020,10,31,2020-10-31,Daet,0.0,138.0,2.5
2020,11,1,2020-11-01,Daet,0.0,177.0,2.9
2020,11,2,2020-11-02,Daet,6.18,163.0,2.6
2020,11,3,2020-11-03,Daet,2.65,257.0,2.4
2020,11,4,2020-11-04,Daet,0.72,114.0,2.7
2020,11,5,2020-11-05,Daet,7.24,163.0,2.5
2020,11,6,2020-11-06,Daet,6.64,129.0,2.5
2020,11,7,2020-11-07,Daet,14.77,223.0,2.1
2020,11,8,2020-11-08,Daet,11.58,183.0,2.0
2020,11,9,2020-11-09,Daet,13.72,245.0,2.2
2020,11,10,2020-11-10,Daet,16.67,207.0,1.8
2020,11,11,2020-11-11,Daet,13.9,174.0,2.0
2020,11,12,2020-11-12,Daet,11.18,130.0,2.1
2020,11,13,2020-11-13,Daet,5.08,150.0,2.0
2020,11,14,2020-11-14,Daet,7.04,147.0,2.1
2020,11,15,2020-11-15,Daet,9.52,189.0,1.9
2020,11,16,2020-11-16,Daet,4.35,170.0,2.4
2020,11,17,2020-11-17,Daet,9.19,124.0,2.1
2020,11,18,2020-11-18,Daet,0.36,161.0,2.6
2020,11,19,2020-11-19,Daet,7.9,219.0,2.2
2020,11,20,2020-11-20,Daet,11.3,245.0,2.3
2020,11,21,2020-11-21,Daet,10.78,142.0,2.1
2020,11,22,2020-11-22,Daet,13.46,211.0,2.2
2020,11,23,2020-11-23,Daet,1.41,126.0,2.4
2020,11,24,2020-11-24,Daet,14.84,222.0,2.1
2020,11,25,2020-11-25,Daet,2.59,92.0,2.3
2020,11,26,2020-11-26,Daet,25.19,21.0,1.1
2020,11,27,2020-11-27,Daet,0.0,10.0,2.8
2020,11,28,2020-11-28,Daet,5.14,150.0,3.0
2020,11,29,2020-11-29,Daet,17.52,184.0,2.7
2020,11,30,2020-11-30,Daet,20.12,10.0,3.1
2020,12,1,2020-12-01,Daet,16.12,42.0,3.5
2020,12,2,2020-12-02,Daet,15.96,108.0,3.0
2020,12,3,2020-12-03,Daet,5.04,90.0,2.7
2020,12,4,2020-12-04,Daet,8.3,10.0,2.4
2020,12,5,2020-12-05,Daet,11.33,10.0,2.1
2020,12,6,2020-12-06,Daet,4.06,10.0,2.5
2020,12,7,2020-12-07,Daet,11.43,10.0,2.5
2020,12,8,2020-12-08,Daet,12.96,96.0,2.5
2020,12,9,2020-12-09,Daet,8.14,87.0,1.8
2020,12,10,2020-12-10,Daet,0.9,95.0,2.2
2020,12,11,2020-12-11,Daet,1.95,144.0,1.9
2020,12,12,2020-12-12,Daet,11.06,50.0,1.6
2020,12,13,2020-12-13,Daet,2.17,77.0,2.1
2020,12,14,2020-12-14,Daet,16.0,113.0,1.3
2020,12,15,2020-12-15,Daet,10.91,86.0,1.5
2020,12,16,2020-12-16,Daet,9.87,105.0,2.1
2020,12,17,2020-12-17,Daet,5.63,84.0,2.2
2020,12,18,2020-12-18,Daet,11.45,98.0,1.9
2020,12,19,2020-12-19,Daet,8.68,87.0,1.9
2020,12,20,2020-12-20,Daet,9.25,131.0,2.3
2020,12,21,2020-12-21,Daet,18.19,91.0,1.9
2020,12,22,2020-12-22,Daet,12.09,163.0,1.8
2020,12,23,2020-12-23,Daet,23.66,202.0,1.4
2020,12,24,2020-12-24,Daet,13.29,177.0,1.5
2020,12,25,2020-12-25,Daet,21.52,167.0,1.4
2020,12,26,2020-12-26,Daet,5.67,81.0,1.7
2020,12,27,2020-12-27,Daet,11.59,125.0,1.9
2020,12,28,2020-12-28,Daet,14.16,142.0,1.7
2020,12,29,2020-12-29,Daet,23.04,191.0,2.0
2020,12,30,2020-12-30,Daet,10.84,215.0,2.1
2020,12,31,2020-12-31,Daet,7.34,91.0,2.2
2021,1,1,2021-01-01,Daet,13.46,207.0,2.2
2021,1,2,2021-01-02,Daet,2.76,160.0,2.4
2021,1,3,2021-01-03,Daet,0.63,207.0,2.4
2021,1,4,2021-01-04,Daet,10.98,162.0,2.0
2021,1,5,2021-01-05,Daet,9.58,200.0,2.1
2021,1,6,2021-01-06,Daet,6.0,152.0,2.3
2021,1,7,2021-01-07,Daet,10.31,185.0,1.9
2021,1,8,2021-01-08,Daet,4.1,267.0,2.6
2021,1,9,2021-01-09,Daet,12.08,236.0,2.4
2021,1,10,2021-01-10,Daet,3.94,202.0,2.5
2021,1,11,2021-01-11,Daet,0.55,191.0,2.4
2021,1,12,2021-01-12,Daet,11.68,135.0,2.4
2021,1,13,2021-01-13,Daet,15.67,81.0,2.0
2021,1,14,2021-01-14,Daet,9.31,175.0,2.5
2021,1,15,2021-01-15,Daet,9.7,174.0,2.1
2021,1,16,2021-01-16,Daet,17.93,145.0,1.6
2021,1,17,2021-01-17,Daet,8.18,213.0,2.5
2021,1,18,2021-01-18,Daet,18.41,124.0,1.9
2021,1,19,2021-01-19,Daet,12.46,163.0,1.9
2021,1,20,2021-01-20,Daet,18.52,228.0,2.0
2021,1,21,2021-01-21,Daet,18.18,112.0,1.7
2021,1,22,2021-01-22,Daet,19.28,161.0,1.7
2021,1,23,2021-01-23,Daet,7.06,83.0,2.0
2021,1,24,2021-01-24,Daet,14.0,155.0,1.9
2021,1,25,2021-01-25,Daet,12.88,89.0,2.0
2021,1,26,2021-01-26,Daet,6.79,34.0,2.4
2021,1,27,2021-01-27,Daet,11.07,101.0,2.2
2021,1,28,2021-01-28,Daet,20.51,215.0,2.0
2021,1,29,2021-01-29,Daet,1.97,65.0,2.2
2021,1,30,2021-01-30,Daet,19.14,194.0,1.4
2021,1,31,2021-01-31,Daet,14.86,292.0,2.0
2021,2,1,2021-02-01,Daet,12.47,309.0,2.2
2021,2,2,2021-02-02,Daet,15.51,215.0,2.0
2021,2,3,2021-02-03,Daet,5.08,203.0,2.3
2021,2,4,2021-02-04,Daet,6.33,215.0,2.1
2021,2,5,2021-02-05,Daet,0.0,234.0,2.9
2021,2,6,2021-02-06,Daet,9.97,168.0,1.9
2021,2,7,2021-02-07,Daet,16.22,239.0,2.1
2021,2,8,2021-02-08,Daet,13.07,218.0,1.6
2021,2,9,2021-02-09,Daet,11.49,264.0,2.0
2021,2,10,2021-02-10,Daet,4.18,255.0,2.0
2021,2,11,2021-02-11,Daet,1.42,212.0,2.6
2021,2,12,2021-02-12,Daet,0.0,158.0,2.3
2021,2,13,2021-02-13,Daet,7.33,235.0,2.7
2021,2,14,2021-02-14,Daet,8.09,289.0,2.4
2021,2,15,2021-02-15,Daet,0.0,275.0,2.7
2021,2,16,2021-02-16,Daet,10.74,259.0,2.2
2021,2,17,2021-02-17,Daet,16.36,231.0,2.1
2021,2,18,2021-02-18,Daet,13.34,243.0,2.4
2021,2,19,2021-02-19,Daet,9.62,189.0,2.4
2021,2,20,2021-02-20,Daet,0.0,158.0,2.8
2021,2,21,2021-02-21,Daet,3.82,220.0,2.5
2021,2,22,2021-02-22,Daet,7.38,169.0,2.4
2021,2,23,2021-02-23,Daet,6.96,220.0,2.4
2021,2,24,2021-02-24,Daet,0.0,186.0,3.5
2021,2,25,2021-02-25,Daet,8.32,335.0,2.8
2021,2,26,2021-02-26,Daet,9.71,296.0,1.7
2021,2,27,2021-02-27,Daet,2.65,278.0,2.9
2021,2,28,2021-02-28,Daet,9.93,161.0,2.2
2021,3,1,2021-03-01,Daet,0.17,138.0,1.9
2021,3,2,2021-03-02,Daet,4.53,163.0,1.8
2021,3,3,2021-03-03,Daet,9.41,245.0,1.8
2021,3,4,2021-03-04,Daet,8.63,228.0,1.8
2021,3,5,2021-03-05,Daet,0.0,228.0,2.1
2021,3,6,2021-03-06,Daet,10.86,246.0,2.2
2021,3,7,2021-03-07,Daet,2.41,130.0,2.0
2021,3,8,2021-03-08,Daet,5.39,183.0,2.4
2021,3,9,2021-03-09,Daet,9.01,230.0,1.7
2021,3,10,2021-03-10,Daet,9.91,172.0,2.0
2021,3,11,2021-03-11,Daet,11.52,111.0,2.2
2021,3,12,2021-03-12,Daet,13.68,236.0,2.0
2021,3,13,2021-03-13,Daet,11.31,102.0,2.0
2021,3,14,2021-03-14,Daet,10.61,114.0,1.8
2021,3,15,2021-03-15,Daet,7.75,137.0,2.5
2021,3,16,2021-03-16,Daet,13.6,82.0,2.1
2021,3,17,2021-03-17,Daet,6.47,274.0,2.1
2021,3,18,2021-03-18,Daet,9.11,136.0,2.2
2021,3,19,2021-03-19,Daet,7.95,205.0,2.2
2021,3,20,2021-03-20,Daet,13.85,147.0,1.6
2021,3,21,2021-03-21,Daet,10.7,146.0,2.0
2021,3,22,2021-03-22,Daet,13.41,112.0,1.8
2021,3,23,2021-03-23,Daet,6.5,197.0,2.0
2021,3,24,2021-03-24,Daet,3.48,132.0,2.6
2021,3,25,2021-03-25,Daet,21.96,201.0,1.6
2021,3,26,2021-03-26,Daet,0.0,312.0,2.6
2021,3,27,2021-03-27,Daet,0.0,169.0,2.3
2021,3,28,2021-03-28,Daet,0.0,133.0,2.5
2021,3,29,2021-03-29,Daet,8.63,131.0,2.2
2021,3,30,2021-03-30,Daet,6.9,209.0,2.1
2021,3,31,2021-03-31,Daet,8.69,125.0,2.3
2021,4,1,2021-04-01,Daet,8.71,140.0,2.1
2021,4,2,2021-04-02,Daet,2.84,155.0,2.0
2021,4,3,2021-04-03,Daet,7.38,145.0,2.3
2021,4,4,2021-04-04,Daet,12.04,184.0,2.3
2021,4,5,2021-04-05,Daet,10.52,101.0,2.0
2021,4,6,2021-04-06,Daet,18.0,111.0,1.7
2021,4,7,2021-04-07,Daet,15.77,165.0,2.0
