DAY,MONTH,RAINFALL,WIND_DIRECTION,WIND_SPEED,YEAR
24,9,7.53,196.0,1.2,2149
28,10,7.3,-48.0,3.4,2201
4,10,4.05,62.0,2.2,2108
21,11,12.83,133.0,2.1,2194
25,8,1.81,5.0,3.2,2092
20,3,21.15,-4.0,2.7,2085
16,12,2.71,71.0,2.3,2036
14,2,0.0,247.0,2.5,2063
12,3,17.38,122.0,3.3,2110
3,4,7.9,-44.0,3.1,2153
13,4,11.55,-48.0,3.3,2100
26,6,0.0,-48.0,2.7,2072
22,1,0.0,-35.0,3.5,2054
21,9,13.79,26.0,3.1,2124
4,12,1.69,239.0,1.3,2102
24,12,4.32,331.0,1.0,2129
26,7,4.92,60.0,1.2,2109
21,10,12.47,-48.0,3.1,2147
17,10,0.0,56.0,2.7,2194
9,11,9.12,-33.0,2.7,2070
11,3,25.69,102.0,1.4,2150
27,3,6.28,138.0,1.5,2150
5,3,7.85,44.0,2.3,2055
10,7,0.0,203.0,1.8,2090
10,4,6.13,2.0,3.0,2053
2,1,5.97,76.0,2.6,2067
26,7,5.13,245.0,1.0,2145
2,11,21.3,34.0,2.5,2029
9,3,0.0,161.0,2.0,2164
25,2,0.0,339.0,2.8,2084
20,9,0.0,202.0,1.3,2121
6,6,12.46,-48.0,2.7,2036
4,9,11.39,83.0,1.9,2071
14,2,15.27,36.0,2.9,2173
15,7,30.39,285.0,1.0,2080
6,10,8.32,-48.0,3.5,2107
30,4,2.7,156.0,2.1,2125
16,8,8.25,-48.0,3.1,2100
24,3,13.31,5.0,3.2,2135
18,7,0.0,-42.0,3.7,2073
5,8,12.32,0.0,3.5,2107
15,1,9.54,20.0,2.1,2172
8,10,6.39,45.0,2.5,2073
31,5,3.63,-17.0,2.5,2090
27,7,0.0,91.0,1.6,2143
6,3,3.63,131.0,3.1,2134
2,4,0.0,245.0,1.3,2034
8,11,0.0,54.0,1.9,2170
4,6,4.74,-48.0,3.4,2178
23,8,3.81,54.0,2.9,2197
27,7,8.49,33.0,2.6,2032
24,11,0.0,52.0,2.1,2154
6,3,14.89,201.0,2.2,2187
25,11,7.5,92.0,2.5,2083
30,10,4.79,110.0,1.9,2044
17,2,0.0,197.0,1.1,2179
5,10,5.43,-48.0,3.3,2039
3,8,9.08,-5.0,2.3,2153
7,12,0.0,320.0,2.0,2022
24,11,6.76,-48.0,3.5,2167
19,10,14.09,30.0,2.6,2129
11,12,0.0,119.0,2.4,2107
4,12,18.33,88.0,2.3,2060
26,5,0.0,171.0,2.5,2187
8,1,0.0,-48.0,3.3,2106
27,11,1.37,-43.0,3.0,2021
17,2,0.0,90.0,2.0,2024
1,9,1.67,189.0,2.4,2203
29,11,4.44,157.0,1.9,2145
23,3,6.96,-48.0,3.0,2156
27,3,6.2,-48.0,3.2,2023
21,1,6.56,-48.0,3.4,2044
20,10,6.81,209.0,1.0,2078
23,1,9.0,-2.0,3.0,2023
17,12,29.5,-48.0,2.0,2039
11,1,2.07,-48.0,3.0,2202
8,1,5.89,89.0,2.4,2095
11,1,9.44,148.0,1.8,2087
21,5,3.91,35.0,3.6,2117
25,4,10.44,-48.0,3.8,2083
24,8,6.14,-48.0,3.7,2203
1,1,0.0,100.0,2.8,2206
7,12,5.6,190.0,1.0,2080
18,5,0.0,140.0,3.0,2022
29,12,11.7,-6.0,2.7,2100
16,10,1.83,99.0,2.8,2056
20,3,4.59,20.0,2.2,2195
23,6,8.46,58.0,1.2,2046
5,3,2.15,-48.0,3.3,2205
28,1,7.0,245.0,3.2,2078
1,9,6.51,65.0,3.2,2045
1,6,3.47,81.0,2.7,2079
22,9,5.11,-14.0,2.9,2064
17,9,0.97,160.0,2.4,2054
3,6,8.18,42.0,2.9,2190
27,10,2.76,-47.0,3.3,2025
10,8,3.91,-48.0,3.2,2061
11,10,4.02,90.0,3.0,2089
23,9,0.0,-48.0,3.7,2110
14,6,3.75,252.0,1.0,2029
26,2,7.85,118.0,1.7,2137
8,7,20.8,110.0,2.0,2017
2,7,22.73,279.0,1.0,2203
20,11,10.47,112.0,2.6,2073
15,2,9.92,128.0,2.2,2083
28,9,0.0,205.0,1.8,2145
14,11,2.12,2.0,2.7,2023
22,9,6.04,9.0,2.9,2081
21,4,8.22,258.0,1.8,2205
18,6,5.45,180.0,3.0,2103
19,8,11.28,284.0,1.4,2185
4,1,12.19,309.0,1.0,2165
19,11,3.2,90.0,3.0,2024
18,3,7.57,282.0,1.5,2112
28,6,0.0,-48.0,1.9,2129
23,8,4.47,230.0,1.0,2024
3,6,3.21,-48.0,3.2,2108
9,6,4.13,-48.0,3.9,2069
24,10,0.0,-48.0,2.3,2124
9,6,8.52,67.0,2.2,2032
6,8,4.85,-48.0,3.9,2092
28,6,13.48,40.0,3.1,2097
28,10,7.28,-2.0,3.1,2112
25,6,13.54,343.0,1.3,2107
19,2,15.74,-48.0,2.5,2057
11,11,20.51,101.0,1.9,2064
26,10,13.66,91.0,2.1,2041
22,1,6.96,10.0,3.3,2172
20,1,15.51,94.0,2.4,2028
7,8,0.0,249.0,1.4,2051
15,12,2.93,21.0,3.1,2161
23,5,3.95,263.0,1.7,2159
16,10,15.22,-35.0,2.6,2123
22,6,3.53,-12.0,3.2,2147
20,6,0.0,-16.0,2.8,2127
7,11,2.38,140.0,2.3,2116
19,6,0.0,24.0,2.9,2110
20,6,1.25,154.0,1.0,2185
5,5,15.84,57.0,2.5,2030
10,2,0.0,126.0,2.5,2022
14,9,12.04,31.0,2.3,2046
27,2,13.84,-0.0,3.3,2160
28,12,1.68,-4.0,3.2,2066
13,10,0.0,-30.0,3.2,2080
18,11,9.57,109.0,2.1,2033
18,10,0.0,30.0,2.8,2173
17,2,0.0,124.0,2.5,2168
10,12,10.53,43.0,3.2,2076
11,2,5.28,-48.0,3.5,2056
25,12,10.14,-17.0,3.1,2104
28,7,8.78,75.0,3.2,2140
10,11,1.17,-15.0,2.9,2156
11,8,6.26,-22.0,3.0,2176
5,6,0.0,258.0,1.0,2155
26,3,0.0,59.0,3.4,2164
7,3,7.68,209.0,1.3,2092
25,8,0.0,-25.0,3.4,2206
31,5,7.9,77.0,2.4,2152
12,3,25.51,283.0,1.0,2116
6,5,12.77,-6.0,3.2,2067
11,3,0.0,218.0,1.3,2078
15,2,4.23,189.0,1.0,2041
25,6,10.22,36.0,3.2,2162
21,1,1.53,-38.0,2.9,2137
23,3,5.05,31.0,3.5,2183
7,10,0.0,-48.0,3.9,2195
5,1,0.0,92.0,3.2,2029
2,3,0.0,39.0,2.9,2073
8,5,4.71,27.0,2.3,2140
22,2,7.89,-48.0,3.9,2048
20,4,0.0,90.0,2.0,2023
5,3,0.0,196.0,2.2,2068
14,8,11.35,-48.0,3.2,2032
9,5,9.17,-48.0,3.0,2204
30,11,7.26,-48.0,3.1,2112
14,8,5.5,71.0,2.7,2167
20,1,7.84,207.0,1.0,2071
11,10,9.55,68.0,2.7,2098
11,3,0.0,-48.0,3.3,2134
22,12,25.85,319.0,2.0,2050
10,9,1.99,93.0,2.6,2141
13,12,0.56,250.0,1.6,2144
27,4,1.46,-6.0,2.9,2196
16,2,13.66,-42.0,3.0,2054
3,12,15.24,88.0,1.7,2042
12,1,0.72,128.0,3.2,2050
5,5,14.29,52.0,2.7,2054
25,12,5.9,6.0,3.0,2127
11,3,2.53,91.0,2.5,2055
27,4,4.35,32.0,2.8,2081
14,3,10.7,133.0,2.0,2140
10,1,15.1,48.0,2.9,2047
14,7,1.62,-4.0,2.8,2075
26,3,8.34,-48.0,3.1,2023
11,3,6.93,137.0,1.7,2076
5,3,5.76,-48.0,3.6,2081
4,2,10.2,-48.0,3.4,2076
18,4,5.57,14.0,2.9,2038
28,8,0.0,142.0,1.4,2178
16,11,4.7,-48.0,3.4,2066
19,1,0.0,-48.0,3.5,2094
6,8,2.22,44.0,2.0,2168
8,3,10.24,218.0,2.7,2147
19,5,0.0,11.0,1.5,2113
25,5,14.15,-48.0,3.6,2055
20,8,12.79,-48.0,3.4,2152
2,3,2.71,290.0,1.5,2079
21,4,14.79,49.0,3.3,2066
12,8,3.32,-48.0,3.5,2203
23,8,6.67,80.0,3.1,2171
14,10,3.2,40.0,2.0,2019
26,12,4.17,-48.0,3.5,2151
21,2,6.68,18.0,2.7,2033
26,2,9.85,-26.0,3.0,2180
9,2,5.84,-48.0,3.6,2176
7,5,0.0,164.0,2.7,2020
18,9,9.17,87.0,3.8,2181
3,1,5.1,12.0,2.8,2039
14,3,3.72,-48.0,2.8,2035
14,6,20.74,53.0,2.5,2090
18,4,14.33,192.0,1.6,2098
18,7,2.86,126.0,2.4,2021
22,9,13.67,-48.0,3.8,2202
14,2,0.0,44.0,2.4,2043
25,2,0.0,257.0,1.0,2106
1,12,11.21,133.0,1.9,2184
5,5,9.19,70.0,2.1,2134
17,8,0.0,141.0,2.0,2042
18,5,0.0,140.0,2.0,2024
28,5,9.05,-34.0,3.7,2069
25,5,0.0,176.0,2.4,2198
30,4,8.85,19.0,2.3,2037
2,6,4.05,100.0,2.6,2097
17,9,14.42,-29.0,3.0,2051
29,10,0.0,182.0,2.0,2107
15,12,13.05,167.0,1.9,2139
7,11,4.88,86.0,2.6,2176
22,2,6.95,-19.0,2.9,2200
25,7,14.66,202.0,2.8,2077
21,11,3.4,25.0,1.7,2075
21,11,4.24,-27.0,3.6,2024
16,12,0.2,90.0,3.1,2203
27,2,17.08,111.0,2.9,2122
26,12,10.04,92.0,3.0,2194
22,8,11.04,67.0,2.3,2039
26,12,19.02,26.0,1.8,2130
26,3,18.09,60.0,2.2,2079
21,11,6.35,-48.0,3.9,2192
20,8,5.81,239.0,1.7,2034
3,6,1.95,43.0,3.2,2158
7,6,2.42,-48.0,3.5,2201
14,9,0.0,45.0,2.3,2162
21,6,2.91,47.0,1.7,2083
1,1,2.22,122.0,2.9,2166
2,7,13.49,151.0,1.2,2038
19,5,12.14,200.0,1.3,2179
12,3,6.84,57.0,2.6,2113
14,2,0.0,27.0,2.2,2102
2,8,9.67,8.0,2.4,2035
5,9,6.08,13.0,2.7,2060
15,11,0.0,231.0,1.4,2118
20,4,0.0,147.0,1.9,2089
5,5,7.32,-45.0,3.0,2043
12,4,4.51,-48.0,3.2,2130
5,10,0.0,-48.0,3.2,2059
25,10,2.6,320.0,3.0,2023
8,11,0.4,270.0,3.0,2022
31,1,0.0,173.0,2.0,2096
9,1,2.13,62.0,2.4,2042
6,2,19.62,100.0,1.6,2179
31,7,15.65,77.0,3.3,2187
7,12,0.0,-1.0,2.9,2177
12,5,1.2,282.0,2.6,2093
18,8,18.64,242.0,1.4,2131
1,8,0.11,-48.0,3.4,2189
16,1,9.71,116.0,2.6,2055
6,11,18.4,320.0,2.0,2022
15,11,12.42,248.0,1.4,2037
21,9,0.0,157.0,3.2,2090
1,11,8.97,60.0,1.7,2022
22,6,3.04,275.0,2.7,2063
15,12,0.0,121.0,2.4,2175
12,8,2.56,-48.0,3.6,2055
5,5,9.02,78.0,2.7,2125
8,1,7.77,-48.0,3.8,2073
5,5,0.0,-48.0,3.3,2077
24,1,7.96,38.0,1.7,2159
1,6,17.0,70.0,4.0,2021
14,5,0.0,184.0,1.7,2185
4,10,3.72,-46.0,2.9,2188
7,9,15.71,-48.0,3.3,2095
1,10,0.88,31.0,2.7,2181
14,12,3.0,114.0,2.1,2100
26,12,0.0,202.0,2.4,2175
16,9,5.75,22.0,1.3,2075
17,6,19.1,-32.0,3.4,2026
17,10,0.0,-42.0,2.8,2070
24,6,10.04,90.0,2.3,2142
21,4,0.0,-7.0,3.3,2033
13,8,5.74,18.0,2.2,2116
10,1,4.35,114.0,1.9,2049
4,10,0.39,63.0,3.4,2085
26,4,6.19,145.0,3.1,2100
21,2,2.89,-48.0,3.0,2198
26,9,2.21,-48.0,3.2,2190
24,9,5.17,-41.0,3.0,2064
18,2,1.91,-21.0,3.7,2043
19,4,12.64,9.0,2.8,2077
21,11,0.0,100.0,1.4,2161
1,2,7.78,-48.0,3.2,2076
15,10,1.48,-48.0,3.1,2188
3,2,2.8,-48.0,1.6,2069
8,8,13.05,178.0,3.3,2053
9,10,4.57,50.0,2.7,2049
22,10,15.41,30.0,3.3,2023
26,8,1.2,171.0,1.7,2035
16,9,1.01,14.0,2.6,2046
4,1,0.0,360.0,3.0,2111
16,12,0.0,200.0,1.3,2032
13,10,12.25,7.0,3.6,2055
15,8,0.0,85.0,1.4,2195
14,12,5.43,-48.0,3.3,2079
28,9,16.98,115.0,2.3,2180
30,5,15.18,-13.0,3.3,2088
3,6,0.0,111.0,2.1,2104
11,11,0.0,106.0,1.9,2085
14,5,8.08,45.0,3.2,2117
15,8,7.93,18.0,2.7,2164
22,3,0.0,-40.0,2.7,2190
25,8,0.39,140.0,1.9,2052
21,3,1.93,174.0,1.6,2042
1,10,9.12,-48.0,3.7,2082
2,4,0.0,134.0,1.4,2074
23,10,0.0,94.0,2.2,2106
17,6,3.81,264.0,1.1,2121
11,3,19.61,6.0,2.7,2073
26,4,0.0,110.0,2.0,2019
12,4,1.64,-48.0,3.4,2175
11,2,6.29,-28.0,3.2,2074
6,3,0.46,174.0,2.0,2163
25,11,0.0,186.0,2.0,2202
20,11,0.0,172.0,1.7,2171
1,9,10.56,-48.0,3.7,2154
13,9,5.86,49.0,2.8,2044
23,9,16.46,128.0,1.0,2197
10,12,7.34,-46.0,3.2,2173
15,11,1.05,232.0,1.5,2142
14,1,0.0,218.0,2.0,2196
22,8,0.0,129.0,1.4,2180
23,6,7.53,-48.0,3.5,2088
14,1,3.35,196.0,1.4,2084
1,8,9.21,-33.0,3.3,2133
9,7,0.0,168.0,1.7,2051
14,1,3.51,-48.0,2.9,2070
29,12,8.6,32.0,2.8,2024
31,3,12.53,119.0,3.1,2139
24,3,12.83,79.0,3.0,2087
19,9,8.5,96.0,2.3,2087
16,12,0.0,59.0,2.9,2175
29,8,3.45,83.0,2.4,2185
28,5,0.83,-48.0,3.6,2142
5,2,13.52,242.0,1.3,2050
21,7,1.58,121.0,2.1,2117
3,4,17.03,22.0,3.0,2106
17,9,1.84,-48.0,3.3,2144
3,9,0.0,45.0,2.4,2099
8,1,2.36,48.0,1.8,2089
7,11,10.78,-48.0,3.3,2152
16,4,15.45,9.0,2.7,2169
15,2,0.0,141.0,1.7,2112
8,7,9.83,-34.0,2.9,2189
6,3,0.75,263.0,2.9,2117
15,4,7.17,-17.0,3.1,2114
15,9,0.0,-33.0,3.4,2177
22,11,8.32,67.0,2.5,2115
5,3,0.0,110.0,1.4,2062
23,12,0.0,-2.0,3.3,2158
31,1,0.0,-21.0,2.2,2024
31,3,6.79,-24.0,3.2,2098
31,1,6.06,114.0,2.7,2130
19,7,34.4,140.0,2.0,2022
26,6,2.14,-48.0,3.5,2163
28,1,6.21,11.0,2.7,2118
29,10,5.84,169.0,2.0,2050
2,5,0.18,154.0,2.1,2075
10,4,1.85,-39.0,3.3,2125
18,11,1.93,10.0,3.3,2106
24,9,3.76,186.0,2.3,2169
24,4,6.38,-48.0,3.7,2097
23,3,14.08,71.0,2.4,2097
26,8,8.19,-47.0,3.5,2139
18,7,0.0,-2.0,3.9,2062
29,6,2.03,179.0,1.6,2073
16,4,2.17,-48.0,3.2,2130
6,1,0.66,151.0,2.2,2118
15,10,6.29,-48.0,3.5,2159
1,10,10.84,38.0,3.1,2198
21,4,7.67,-48.0,3.3,2055
30,12,7.76,-48.0,3.4,2076
18,11,11.94,-48.0,3.8,2076
14,7,5.23,297.0,1.6,2187
30,5,0.69,72.0,2.4,2038
3,11,7.37,-33.0,3.5,2186
24,9,12.5,-11.0,2.1,2158
16,5,5.59,-13.0,3.5,2180
11,8,17.0,140.0,2.0,2020
13,3,15.93,-48.0,3.2,2144
5,4,8.21,7.0,2.6,2120
12,8,19.21,43.0,3.1,2092
6,7,9.05,-48.0,3.3,2074
26,6,0.0,90.0,1.9,2161
2,6,9.35,68.0,3.2,2064
11,1,0.0,-48.0,3.0,2121
18,1,0.0,13.0,1.9,2082
19,12,0.48,135.0,1.8,2114
21,8,9.46,-48.0,3.5,2049
9,5,2.01,224.0,3.6,2117
28,8,10.32,232.0,2.4,2152
4,8,10.51,67.0,3.1,2166
2,12,12.15,14.0,2.9,2136
22,3,9.26,-48.0,3.6,2099
2,10,8.29,-48.0,3.5,2193
28,5,2.92,-44.0,3.4,2073
31,3,7.64,34.0,2.5,2104
27,11,0.0,140.0,2.1,2135
2,9,13.31,243.0,1.9,2077
14,8,6.24,-48.0,3.6,2108
7,7,9.84,130.0,1.4,2139
22,11,5.95,62.0,3.1,2098
23,8,7.23,30.0,2.5,2046
12,2,2.51,28.0,2.8,2055
14,12,4.08,2.0,2.8,2052
31,7,0.57,-26.0,1.8,2177
19,12,10.03,232.0,1.3,2049
2,2,3.43,93.0,1.5,2115
12,10,12.33,52.0,2.9,2035
6,2,5.41,-0.0,3.1,2138
15,5,0.0,133.0,2.1,2033
14,1,9.04,3.0,3.1,2166
20,6,7.76,81.0,2.8,2136
8,9,9.54,74.0,2.0,2121
26,5,0.0,162.0,1.5,2135
20,8,0.0,110.0,1.6,2063
3,11,9.12,-48.0,3.0,2159
12,5,1.44,78.0,2.4,2148
13,2,0.7,176.0,2.3,2025
25,5,3.65,123.0,2.1,2103
21,11,0.0,-33.0,3.2,2126
21,7,18.6,320.0,1.0,2019
6,5,0.0,25.0,3.1,2188
29,3,8.99,1.0,2.5,2020
26,10,6.43,124.0,3.1,2064
5,4,0.0,16.0,3.5,2026
25,1,0.0,185.0,1.1,2163
19,6,5.05,185.0,1.5,2094
11,5,4.45,132.0,2.2,2175
15,7,6.32,16.0,2.4,2073
31,7,3.54,216.0,1.0,2020
20,8,12.09,-48.0,2.6,2187
8,9,0.0,280.0,2.3,2172
4,9,6.48,9.0,2.6,2136
3,4,0.0,-48.0,2.8,2155
10,2,8.72,-0.0,2.9,2188
9,5,7.26,-48.0,3.3,2055
27,4,12.96,-32.0,3.3,2146
22,1,3.9,235.0,1.4,2196
10,11,4.51,-48.0,3.6,2199
10,5,8.03,170.0,1.9,2033
17,8,10.15,-48.0,3.6,2084
11,6,3.2,76.0,2.6,2055
4,4,14.33,88.0,2.8,2161
12,1,16.04,117.0,2.8,2048
5,11,4.86,130.0,1.7,2104
25,10,8.52,-23.0,3.2,2111
21,9,7.51,-48.0,3.4,2036
4,11,2.49,33.0,3.3,2041
2,9,0.0,-48.0,3.6,2159
20,11,7.42,-48.0,3.0,2179
27,6,14.86,8.0,3.0,2173
5,4,10.23,41.0,3.1,2078
9,8,10.7,71.0,2.7,2197
16,3,1.42,202.0,1.6,2120
26,1,11.37,168.0,2.0,2076
18,5,0.0,166.0,2.1,2087
17,10,5.06,-48.0,3.4,2059
9,1,18.64,-48.0,2.4,2145
7,11,1.18,23.0,2.9,2055
11,12,13.87,188.0,1.8,2080
15,10,0.0,223.0,1.7,2177
30,6,0.5,72.0,2.5,2104
1,10,0.0,323.0,1.0,2093
13,10,7.67,-48.0,2.9,2058
7,1,13.19,-48.0,3.3,2161
22,9,10.05,-48.0,2.5,2195
24,6,7.69,-18.0,3.0,2027
28,3,0.0,-48.0,3.4,2173
27,8,0.0,107.0,2.2,2043
9,7,10.28,26.0,2.0,2042
15,10,4.75,177.0,1.8,2117
7,11,0.0,100.0,2.3,2087
13,11,7.44,122.0,1.5,2188
18,8,0.6,320.0,2.0,2017
10,1,0.0,132.0,2.3,2103
9,7,14.09,228.0,2.3,2126
21,6,7.16,103.0,1.9,2181
9,10,9.76,-5.0,3.7,2129
3,10,0.0,-48.0,3.5,2031
23,12,10.1,-48.0,3.6,2046
3,3,0.0,-48.0,3.7,2063
26,4,16.35,-4.0,2.9,2143
27,5,8.82,27.0,2.8,2205
23,8,0.0,106.0,1.7,2085
20,3,0.0,39.0,2.5,2049
19,10,11.73,-13.0,3.2,2101
19,3,9.27,38.0,3.1,2040
14,6,7.14,265.0,1.6,2098
21,8,10.89,95.0,2.5,2184
2,6,16.37,-48.0,3.6,2142
2,11,15.64,133.0,2.4,2158
9,8,6.31,103.0,2.3,2143
27,10,1.79,-11.0,1.8,2204
20,8,10.49,145.0,3.2,2189
11,4,1.68,7.0,2.3,2190
1,11,7.18,222.0,2.0,2079
5,2,3.67,-48.0,3.3,2039
25,11,16.96,129.0,2.4,2027
13,7,7.25,-40.0,3.5,2108
18,9,11.06,-27.0,3.5,2170
6,12,5.44,207.0,1.8,2062
1,2,1.55,57.0,2.5,2058
7,12,0.0,129.0,2.9,2129
22,10,327.3,250.0,6.0,2024
23,11,11.89,76.0,2.9,2096
26,11,3.5,-48.0,3.5,2166
26,4,16.08,48.0,2.7,2159
18,3,17.27,40.0,2.7,2165
9,2,0.96,-20.0,2.8,2020
14,9,19.41,121.0,3.1,2147
22,12,10.57,239.0,2.9,2119
24,9,12.09,-48.0,3.5,2020
5,4,0.0,221.0,1.5,2194
11,4,7.26,38.0,3.5,2129
11,8,0.0,45.0,2.7,2037
27,3,0.0,104.0,1.5,2194
31,1,11.67,-48.0,2.4,2055
17,12,0.0,61.0,2.3,2127
25,3,0.0,-48.0,3.6,2132
25,4,9.55,22.0,2.7,2137
4,7,0.0,48.0,2.3,2183
30,1,11.04,-48.0,3.2,2110
30,1,7.49,335.0,1.0,2073
19,2,0.16,-48.0,1.8,2182
21,12,6.52,106.0,2.7,2176
24,8,14.74,51.0,2.3,2111
25,1,0.0,90.0,2.0,2021
4,8,36.4,90.0,3.0,2020
2,4,6.65,-48.0,2.1,2061
10,7,0.0,-48.0,3.6,2152
23,12,0.94,-11.0,3.6,2200
29,9,7.89,-10.0,3.6,2029
7,10,10.29,58.0,3.4,2100
29,5,0.0,22.0,2.3,2090
16,5,22.18,-8.0,2.4,2021
19,1,4.34,121.0,2.0,2188
27,4,6.36,-41.0,2.5,2183
3,3,5.59,-48.0,2.9,2174
6,10,9.78,280.0,2.3,2163
1,4,4.01,-5.0,3.7,2053
1,12,6.77,-48.0,2.4,2049
17,11,1.3,115.0,1.7,2183
31,8,10.3,225.0,1.2,2092
13,11,4.27,-7.0,3.0,2056
13,3,0.18,307.0,1.1,2106
6,11,15.55,53.0,2.6,2092
23,1,8.12,52.0,2.8,2129
17,4,16.64,45.0,2.8,2140
9,10,0.82,180.0,2.0,2172
5,5,18.23,-16.0,3.4,2059
3,12,12.08,-23.0,3.2,2024
9,10,8.86,-48.0,2.7,2065
25,10,9.98,-23.0,3.0,2172
29,12,0.0,69.0,2.5,2088
15,7,0.55,185.0,2.7,2149
31,12,4.95,238.0,1.1,2153
3,11,14.67,9.0,2.9,2052
9,5,1.2,90.0,2.0,2023
18,3,0.0,108.0,2.0,2054
17,5,2.36,-48.0,3.3,2057
18,11,2.12,157.0,1.2,2095
23,6,6.0,-48.0,3.5,2061
6,10,0.67,252.0,1.0,2099
4,3,0.0,128.0,1.8,2119
13,9,0.0,-17.0,2.9,2122
15,8,3.08,1.0,3.2,2079
26,5,4.97,65.0,2.3,2062
25,6,3.59,141.0,2.5,2040
13,9,13.5,67.0,2.5,2167
11,3,12.59,-19.0,2.9,2085
22,11,13.46,30.0,2.9,2086
22,1,6.34,23.0,3.2,2129
15,5,9.15,66.0,2.8,2121
8,12,10.22,-48.0,3.2,2116
1,3,10.08,228.0,1.0,2059
4,3,0.0,86.0,1.7,2078
15,11,7.66,135.0,1.9,2101
13,2,0.0,-48.0,3.3,2194
7,4,15.0,-20.0,2.8,2084
28,4,0.0,108.0,2.0,2165
25,6,5.91,97.0,2.5,2020
14,6,4.44,194.0,1.2,2110
4,5,0.0,-43.0,3.3,2194
7,7,7.88,167.0,1.7,2068
5,5,9.33,67.0,2.4,2133
15,2,9.58,-48.0,3.5,2148
3,4,0.0,120.0,2.0,2096
9,12,2.17,209.0,1.2,2175
17,1,0.0,46.0,3.4,2036
24,2,17.87,2.0,3.5,2135
24,1,7.86,137.0,2.7,2192
26,11,0.0,73.0,1.8,2073
1,6,13.51,160.0,1.7,2141
14,3,14.05,60.0,1.9,2030
25,9,7.99,-48.0,3.0,2086
19,9,4.28,12.0,2.8,2204
16,10,2.59,-48.0,3.6,2147
13,3,6.71,-40.0,3.2,2109
28,12,4.8,173.0,1.0,2193
8,11,10.71,-19.0,3.3,2206
28,7,15.64,24.0,2.3,2161
12,4,10.65,5.0,3.6,2038
7,9,0.0,105.0,3.0,2190
17,10,6.66,101.0,1.9,2129
23,6,16.65,100.0,2.7,2103
30,4,0.0,29.0,2.7,2160
12,9,0.0,173.0,3.4,2155
24,7,7.24,-18.0,2.4,2151
21,5,13.34,58.0,2.7,2097
11,11,23.91,180.0,1.9,2138
