DAY,MONTH,RAINFALL,WIND_DIRECTION,WIND_SPEED,YEAR
1,8,4.86,30.0,1.8,2159
4,1,5.51,16.0,2.2,2090
25,12,18.58,205.0,1.5,2080
11,6,7.45,232.0,1.3,2162
18,8,11.42,144.0,1.2,2198
15,10,0.0,143.0,1.1,2108
21,5,2.22,350.0,1.3,2122
15,8,5.99,281.0,0.8,2169
19,4,10.65,120.0,1.7,2165
22,9,7.07,33.0,2.8,2060
13,5,6.17,199.0,1.2,2175
31,10,9.12,16.0,2.0,2164
5,3,6.01,125.0,1.5,2026
10,6,4.05,166.0,2.0,2144
27,2,5.8,31.0,1.7,2148
15,1,7.6,119.0,2.8,2100
10,11,14.48,306.0,2.5,2041
20,7,6.89,89.0,2.5,2073
16,8,0.0,96.0,1.7,2157
4,1,14.89,16.0,1.4,2063
8,10,0.0,269.0,1.2,2182
20,1,0.0,285.0,1.8,2049
21,1,15.09,56.0,2.4,2044
21,4,14.48,22.0,2.2,2121
4,7,0.0,16.0,0.9,2168
15,10,0.0,174.0,2.5,2196
13,4,16.3,172.0,2.6,2070
25,4,0.92,110.0,1.6,2063
4,12,10.93,125.0,2.0,2064
25,1,8.64,119.0,1.6,2081
28,3,9.98,16.0,2.2,2127
1,9,0.6,180.0,1.0,2019
20,4,8.46,16.0,2.0,2046
18,1,2.57,213.0,1.5,2082
7,11,0.0,55.0,1.5,2109
2,10,3.81,118.0,2.2,2143
4,11,15.67,53.0,1.4,2050
2,12,1.33,257.0,1.4,2041
24,8,10.68,16.0,1.9,2148
8,1,25.56,145.0,2.1,2156
14,4,13.49,223.0,0.8,2177
10,3,6.72,309.0,1.0,2124
4,6,16.03,353.0,0.8,2191
6,5,8.11,243.0,3.3,2071
25,11,6.38,236.0,3.1,2081
13,10,0.0,17.0,2.2,2167
15,2,0.0,246.0,1.6,2196
2,11,0.0,124.0,1.7,2119
17,9,12.91,290.0,2.3,2072
22,10,1.01,180.0,2.3,2127
27,3,2.42,227.0,0.9,2023
18,10,5.16,159.0,1.9,2067
6,6,2.8,20.0,2.0,2019
22,5,3.17,169.0,2.1,2024
5,11,19.03,274.0,1.3,2153
1,7,10.15,16.0,2.7,2108
22,10,2.62,282.0,0.8,2134
1,7,0.0,268.0,0.8,2063
7,1,12.39,25.0,2.2,2149
23,10,20.66,80.0,2.2,2187
3,2,0.0,20.0,2.0,2020
2,4,9.77,36.0,3.1,2043
19,10,0.0,319.0,1.5,2030
16,7,12.2,16.0,1.0,2062
14,10,0.0,24.0,2.9,2046
2,9,3.63,121.0,1.8,2072
7,7,10.98,107.0,2.0,2137
7,6,8.81,116.0,2.3,2073
26,1,0.0,169.0,2.0,2063
9,4,14.03,140.0,0.8,2192
27,11,4.3,179.0,1.0,2099
8,9,16.39,57.0,1.9,2126
20,7,2.59,16.0,2.1,2061
19,7,18.65,147.0,1.5,2173
13,2,7.09,137.0,1.8,2025
25,6,10.39,77.0,1.7,2020
15,6,2.33,330.0,0.9,2068
8,5,8.76,18.0,2.1,2031
23,8,5.6,230.0,1.2,2085
15,2,4.65,106.0,3.3,2023
12,5,12.14,16.0,1.4,2066
21,8,12.19,226.0,1.6,2198
29,7,0.0,16.0,1.8,2106
20,1,1.6,196.0,2.4,2077
25,8,3.8,226.0,1.4,2022
22,2,9.39,292.0,0.8,2076
18,9,4.4,130.0,0.9,2083
29,6,1.98,56.0,2.5,2108
17,1,6.04,16.0,2.7,2136
21,3,0.0,92.0,3.2,2110
4,2,2.22,120.0,1.4,2053
19,12,14.65,16.0,2.4,2143
15,9,11.26,186.0,0.8,2117
29,8,8.48,246.0,2.0,2170
13,11,0.0,269.0,2.5,2163
12,12,10.79,239.0,3.2,2043
13,3,0.0,278.0,0.9,2095
11,1,4.66,79.0,2.0,2199
5,11,0.0,307.0,0.8,2041
17,8,9.58,247.0,1.3,2198
3,3,3.78,282.0,0.8,2116
13,5,0.0,84.0,2.6,2056
18,7,8.89,200.0,1.1,2096
2,9,5.25,284.0,1.0,2049
1,9,4.18,16.0,1.7,2045
27,2,1.53,50.0,2.0,2183
5,4,0.0,16.0,1.7,2136
7,7,14.28,110.0,1.8,2153
20,9,13.91,76.0,1.9,2157
10,7,2.78,181.0,1.1,2101
4,3,12.0,60.0,2.0,2019
10,11,1.4,270.0,1.0,2019
4,3,5.97,174.0,0.8,2187
15,12,12.73,270.0,2.6,2131
27,3,0.0,315.0,1.3,2034
22,10,0.0,192.0,0.8,2100
29,9,28.39,184.0,1.3,2078
10,1,0.0,233.0,1.5,2035
19,9,0.81,326.0,1.2,2139
22,4,1.54,248.0,1.1,2196
20,12,9.22,172.0,0.9,2139
21,9,12.03,180.0,1.9,2040
3,6,11.42,216.0,1.6,2082
12,3,1.62,131.0,2.2,2039
21,11,16.52,158.0,1.0,2085
10,8,5.76,48.0,2.4,2203
30,7,10.12,52.0,2.9,2155
24,12,4.4,48.0,1.6,2137
8,11,2.03,189.0,1.4,2080
11,4,6.2,132.0,1.6,2022
10,1,3.03,300.0,1.0,2160
8,8,5.87,113.0,2.3,2034
3,5,5.18,321.0,0.8,2035
12,7,8.34,48.0,2.1,2065
24,5,4.4,217.0,2.9,2084
14,6,14.09,33.0,2.2,2084
31,5,0.0,75.0,1.3,2190
12,12,3.56,179.0,2.1,2122
7,12,4.83,151.0,1.1,2068
18,11,2.75,138.0,2.7,2116
12,11,6.88,109.0,1.3,2090
19,2,3.9,320.0,0.8,2139
12,3,6.92,56.0,3.3,2139
4,4,4.3,90.0,1.4,2081
3,6,1.86,16.0,2.3,2172
4,8,0.0,264.0,1.4,2117
11,1,11.48,150.0,1.1,2096
19,12,6.6,40.0,3.0,2023
9,12,1.27,299.0,1.5,2169
14,5,3.81,166.0,0.8,2121
21,5,5.14,97.0,0.8,2044
21,9,0.0,351.0,1.5,2146
16,4,10.47,144.0,2.3,2100
30,4,5.64,137.0,1.8,2126
15,4,4.09,238.0,1.4,2133
22,4,0.0,262.0,1.3,2099
26,12,0.0,174.0,2.8,2067
13,5,16.39,201.0,2.7,2052
27,10,1.06,188.0,1.3,2025
24,6,13.85,308.0,2.8,2124
11,1,6.61,75.0,1.9,2053
17,7,1.85,194.0,2.2,2196
28,2,0.0,185.0,1.4,2197
19,1,0.14,158.0,2.9,2036
21,5,8.63,114.0,2.0,2158
21,12,7.0,88.0,1.2,2108
3,3,0.85,103.0,1.1,2166
2,4,0.0,54.0,1.4,2126
30,8,11.1,55.0,0.8,2102
30,12,1.76,233.0,1.6,2162
2,10,6.36,219.0,1.2,2165
1,12,5.72,69.0,1.7,2180
23,6,0.67,282.0,2.6,2189
16,8,3.81,131.0,1.9,2146
25,9,9.0,147.0,2.7,2075
12,11,0.0,28.0,2.1,2123
13,8,0.0,100.0,1.1,2192
28,7,5.18,30.0,2.4,2164
27,3,3.92,143.0,2.4,2071
3,2,10.26,77.0,1.4,2161
13,3,0.0,151.0,1.4,2069
7,11,3.57,245.0,1.5,2114
27,12,17.46,76.0,1.2,2158
22,8,4.8,180.0,3.0,2022
9,10,2.39,83.0,2.4,2107
11,12,12.67,171.0,1.9,2083
28,11,0.0,250.0,2.5,2192
15,9,8.54,93.0,2.7,2026
7,10,0.0,132.0,2.8,2065
17,6,10.0,16.0,2.5,2033
2,11,3.91,67.0,2.2,2141
11,4,2.65,68.0,2.8,2134
7,7,2.53,173.0,0.9,2127
29,5,13.84,291.0,1.4,2203
29,12,12.7,77.0,1.6,2095
11,8,7.21,345.0,1.1,2045
30,7,6.49,296.0,0.8,2045
12,8,0.0,339.0,0.9,2196
5,6,7.41,16.0,2.7,2133
1,11,0.0,16.0,2.0,2206
10,6,8.56,16.0,2.2,2084
21,6,21.4,267.0,1.2,2114
27,6,8.59,324.0,1.0,2138
29,3,0.0,136.0,1.4,2050
7,11,15.6,289.0,1.0,2088
28,7,0.0,304.0,3.1,2172
11,2,9.72,202.0,1.7,2088
9,6,2.12,16.0,1.2,2032
15,12,0.0,95.0,1.9,2059
25,9,8.79,232.0,1.8,2102
23,5,0.0,140.0,2.0,2136
14,1,0.0,20.0,3.8,2109
10,8,0.0,288.0,1.6,2078
19,3,26.66,210.0,1.6,2028
16,3,0.52,296.0,0.8,2118
28,7,5.89,177.0,1.6,2113
17,2,0.0,164.0,1.9,2201
16,5,0.0,116.0,1.7,2042
5,5,3.45,47.0,3.1,2079
14,6,9.61,16.0,2.1,2077
31,3,9.04,155.0,2.3,2185
13,9,0.0,135.0,0.8,2157
3,6,5.38,142.0,2.5,2127
25,3,3.89,105.0,2.8,2081
4,2,13.55,114.0,0.8,2071
6,6,0.0,46.0,3.1,2157
28,6,5.9,213.0,0.8,2144
17,9,11.81,16.0,1.3,2112
18,10,7.88,174.0,2.1,2099
8,7,9.98,59.0,1.3,2105
16,6,0.52,16.0,2.4,2166
2,9,9.78,164.0,1.5,2147
11,10,9.58,231.0,0.8,2151
22,6,8.24,227.0,3.1,2049
13,12,3.84,144.0,3.0,2098
25,5,8.58,16.0,1.4,2092
7,9,0.18,116.0,1.8,2194
30,10,7.36,285.0,1.1,2061
20,3,5.26,230.0,2.1,2124
3,10,0.0,16.0,2.8,2108
20,6,19.27,104.0,2.3,2039
11,6,9.24,47.0,1.7,2105
6,11,2.89,240.0,0.8,2197
27,5,0.0,79.0,2.6,2192
9,2,2.42,99.0,1.8,2191
10,1,6.23,126.0,2.6,2147
6,5,0.0,33.0,2.4,2161
28,5,5.24,113.0,1.7,2126
23,1,12.01,93.0,1.5,2023
10,7,6.41,16.0,0.9,2075
16,8,3.68,127.0,1.9,2178
16,7,6.72,125.0,2.4,2069
4,5,0.0,203.0,2.4,2151
22,6,0.0,226.0,1.7,2162
15,11,0.39,103.0,1.2,2155
7,4,0.0,74.0,2.1,2086
25,9,0.0,62.0,0.8,2200
9,11,0.0,224.0,2.1,2200
28,4,12.84,142.0,1.9,2079
26,5,5.31,240.0,2.8,2085
20,12,1.33,257.0,1.0,2100
13,10,2.08,112.0,1.5,2028
24,3,10.6,40.0,3.0,2022
1,6,16.17,74.0,1.5,2184
7,4,7.88,114.0,2.5,2097
26,9,0.0,16.0,1.3,2110
8,7,22.74,207.0,0.8,2133
11,2,11.88,109.0,1.4,2067
1,7,0.0,18.0,2.3,2128
20,2,0.0,215.0,1.9,2047
26,1,12.19,16.0,0.9,2138
20,4,0.0,189.0,2.6,2137
8,4,7.13,18.0,2.5,2159
27,7,2.89,31.0,2.0,2088
14,4,5.47,275.0,2.4,2120
7,5,1.9,72.0,2.9,2020
31,5,15.26,137.0,1.6,2099
30,4,0.0,182.0,1.4,2125
25,8,0.35,54.0,2.5,2035
20,1,6.89,157.0,2.3,2124
13,8,5.03,61.0,1.8,2089
25,4,7.34,143.0,3.2,2073
29,12,0.0,258.0,1.0,2024
6,11,0.0,100.0,2.3,2071
18,11,4.41,310.0,0.9,2072
22,7,11.38,16.0,1.8,2087
3,11,6.51,281.0,1.7,2101
9,7,0.0,117.0,1.4,2042
17,4,11.23,141.0,2.2,2172
23,10,19.17,205.0,1.1,2090
4,2,9.91,20.0,0.9,2114
30,5,5.83,168.0,2.8,2049
16,6,15.84,62.0,2.1,2143
13,3,10.91,33.0,1.6,2176
11,1,19.23,72.0,1.5,2116
30,6,5.14,200.0,1.9,2040
14,12,8.69,183.0,2.1,2023
23,8,4.73,106.0,2.5,2025
29,3,0.33,97.0,2.2,2122
21,11,1.8,60.0,3.0,2018
28,9,0.0,117.0,2.6,2042
28,6,11.5,139.0,1.4,2134
4,8,12.01,310.0,1.0,2122
14,5,8.53,250.0,1.8,2200
18,3,15.85,16.0,1.9,2139
10,7,0.0,319.0,1.2,2174
19,6,0.0,171.0,3.1,2193
14,12,4.98,315.0,1.3,2193
2,8,0.0,16.0,3.4,2111
14,10,5.22,269.0,0.8,2082
29,12,0.0,287.0,0.8,2049
1,3,10.56,86.0,1.0,2121
18,12,0.0,297.0,0.9,2203
29,3,2.12,266.0,0.8,2068
6,9,7.21,16.0,1.4,2139
18,4,11.37,149.0,2.5,2173
19,10,18.46,51.0,2.2,2077
27,9,2.09,192.0,1.1,2114
14,11,12.64,71.0,1.3,2205
9,2,0.0,155.0,3.0,2020
10,11,0.0,334.0,1.8,2073
15,10,0.0,303.0,0.9,2079
4,4,11.79,57.0,2.7,2053
23,5,10.46,125.0,0.9,2049
20,10,10.76,26.0,3.1,2116
20,12,4.92,73.0,1.8,2137
11,12,0.0,71.0,1.5,2047
13,1,0.0,330.0,1.4,2172
26,2,4.82,261.0,2.3,2135
20,8,5.37,16.0,1.9,2081
7,7,0.0,186.0,0.8,2068
2,5,12.88,68.0,1.3,2165
26,4,3.54,213.0,0.8,2029
28,9,17.92,256.0,0.8,2185
16,7,7.74,168.0,1.5,2206
11,11,13.71,278.0,0.8,2129
24,4,12.57,76.0,1.7,2119
11,2,11.78,137.0,3.4,2160
30,1,1.92,16.0,2.6,2172
23,6,10.39,16.0,1.7,2141
10,12,27.24,227.0,1.6,2024
2,10,4.02,16.0,2.2,2115
11,5,9.73,110.0,2.1,2128
22,1,0.0,96.0,3.1,2046
21,2,0.0,239.0,3.4,2033
13,7,0.0,112.0,2.0,2100
8,2,5.0,338.0,1.7,2085
5,10,8.04,137.0,1.8,2169
14,4,8.35,16.0,1.7,2028
25,7,10.95,157.0,1.5,2079
8,4,10.16,187.0,1.8,2102
4,4,0.0,77.0,1.7,2146
30,4,7.86,78.0,2.0,2068
15,8,0.0,204.0,2.4,2055
5,2,8.92,101.0,2.5,2036
25,11,6.72,16.0,1.6,2063
8,6,9.89,305.0,1.7,2069
16,4,1.06,201.0,2.9,2122
24,1,0.08,163.0,2.4,2116
24,5,2.33,263.0,2.0,2176
20,10,11.35,16.0,2.1,2046
9,6,12.91,123.0,1.4,2157
21,1,6.93,322.0,1.6,2026
10,7,5.4,180.0,2.0,2022
9,9,5.2,223.0,1.5,2143
28,7,0.0,121.0,2.1,2063
15,5,7.79,132.0,2.4,2124
21,9,0.0,16.0,2.1,2087
14,1,3.94,78.0,2.3,2193
26,6,0.0,247.0,1.5,2133
9,12,17.18,78.0,0.8,2130
12,11,2.4,173.0,2.1,2105
26,9,11.98,204.0,2.7,2109
21,6,7.78,167.0,3.1,2056
3,1,32.0,360.0,2.0,2021
5,6,0.0,16.0,2.8,2105
27,11,2.3,126.0,3.1,2177
6,2,4.46,118.0,1.4,2164
16,1,4.94,211.0,3.0,2180
24,11,13.47,16.0,1.7,2042
6,9,6.85,143.0,1.3,2059
20,10,7.5,76.0,2.6,2076
7,3,4.28,195.0,1.4,2149
3,3,5.82,145.0,0.8,2092
25,12,0.0,118.0,1.6,2131
9,4,7.3,279.0,1.5,2120
2,6,0.0,254.0,1.1,2104
6,5,13.84,16.0,1.9,2070
8,3,9.0,40.0,2.0,2017
12,11,1.92,73.0,2.2,2094
24,10,0.07,147.0,1.5,2150
9,5,0.58,53.0,3.2,2150
1,10,11.24,42.0,2.2,2020
8,5,0.0,171.0,1.8,2020
11,4,0.0,163.0,2.4,2087
25,12,11.63,109.0,2.2,2119
3,5,3.11,327.0,1.0,2099
17,2,6.98,32.0,1.7,2046
25,7,15.44,166.0,2.4,2076
16,6,4.79,224.0,1.0,2136
4,5,5.67,51.0,2.5,2054
16,1,6.33,256.0,0.8,2171
14,1,3.57,58.0,1.5,2055
16,8,2.25,109.0,3.0,2120
15,11,0.0,150.0,2.1,2178
6,2,0.0,214.0,2.4,2063
15,9,0.63,133.0,2.7,2043
11,4,7.84,203.0,1.5,2125
26,6,3.73,91.0,2.1,2122
9,5,2.6,209.0,2.3,2057
9,3,11.67,62.0,1.5,2028
1,11,16.06,215.0,0.8,2022
27,12,7.92,121.0,0.8,2140
6,11,0.0,329.0,1.3,2181
14,6,2.21,168.0,0.8,2029
18,3,13.78,180.0,2.0,2054
27,2,7.81,121.0,2.5,2172
9,5,5.66,175.0,2.5,2178
9,10,8.0,180.0,1.0,2017
1,11,0.0,29.0,1.5,2162
15,2,0.0,114.0,2.3,2183
4,11,0.0,93.0,2.9,2086
8,3,0.0,29.0,1.3,2101
29,3,10.66,61.0,2.4,2020
3,10,0.0,40.0,1.0,2017
24,5,0.0,16.0,2.5,2160
18,2,8.29,248.0,1.6,2043
14,1,5.97,176.0,1.4,2048
12,6,24.37,309.0,1.7,2132
6,5,8.57,33.0,2.2,2165
11,4,11.6,123.0,2.3,2145
2,3,0.0,137.0,1.6,2180
2,7,0.0,180.0,1.0,2019
22,12,3.21,134.0,1.9,2108
1,1,9.63,109.0,0.8,2203
16,5,21.31,75.0,1.5,2021
22,10,0.0,140.0,2.0,2020
6,12,13.86,24.0,2.7,2110
28,3,7.1,259.0,1.6,2167
11,2,0.0,180.0,1.1,2139
21,10,5.86,281.0,0.8,2128
29,10,0.0,87.0,2.6,2153
2,3,2.68,258.0,0.8,2159
27,5,2.64,16.0,2.4,2143
21,12,5.35,128.0,1.9,2059
4,1,7.07,63.0,1.9,2124
24,7,3.43,125.0,2.5,2042
24,4,4.8,288.0,1.7,2137
11,3,17.09,28.0,1.7,2055
17,5,6.54,73.0,2.2,2124
26,5,5.02,343.0,1.1,2191
27,1,7.62,151.0,2.0,2206
16,7,10.9,131.0,1.0,2156
16,2,11.2,79.0,2.8,2028
31,10,12.19,18.0,2.8,2083
2,3,6.27,106.0,1.8,2064
4,5,7.32,74.0,2.5,2100
14,5,3.53,235.0,1.0,2196
11,1,9.77,165.0,0.8,2135
24,4,9.01,209.0,0.8,2120
30,3,5.36,43.0,2.4,2113
6,7,5.82,217.0,1.9,2155
29,6,0.0,188.0,1.3,2174
12,3,16.4,20.0,2.4,2081
3,7,4.38,235.0,1.9,2098
6,10,0.0,101.0,2.4,2066
30,4,7.5,105.0,1.9,2121
8,9,0.0,328.0,1.2,2151
1,8,0.0,76.0,3.2,2080
6,8,6.36,129.0,0.8,2122
24,9,6.91,138.0,1.4,2092
30,12,0.0,183.0,2.2,2116
13,7,8.98,343.0,0.8,2202
5,3,17.28,73.0,1.1,2119
28,2,1.68,150.0,1.8,2088
25,10,18.32,16.0,1.7,2147
13,1,55.4,40.0,1.0,2017
31,7,2.09,338.0,1.6,2048
14,8,3.46,97.0,2.6,2150
26,11,15.7,183.0,1.9,2038
11,7,3.34,86.0,1.0,2197
16,5,3.38,343.0,1.5,2163
3,6,0.0,90.0,2.0,2020
2,8,0.0,228.0,1.2,2148
20,12,7.37,134.0,1.8,2064
20,7,9.25,330.0,1.6,2174
14,4,1.39,41.0,2.0,2074
11,9,6.75,229.0,2.0,2128
20,10,29.35,16.0,3.2,2096
7,5,3.29,16.0,0.9,2151
10,6,4.84,256.0,0.9,2110
29,9,0.0,32.0,2.6,2029
24,10,0.0,269.0,1.8,2133
30,8,5.45,71.0,2.0,2181
27,1,3.43,172.0,1.4,2116
25,3,0.09,176.0,1.3,2181
14,9,0.0,58.0,1.3,2114
16,8,5.48,157.0,1.4,2070
2,5,10.57,172.0,1.4,2040
4,1,13.81,116.0,1.4,2133
4,7,17.33,16.0,1.5,2132
5,2,7.18,145.0,1.8,2027
7,8,13.94,124.0,1.8,2153
16,4,2.74,212.0,0.8,2101
25,8,3.93,16.0,1.4,2114
7,3,10.93,128.0,1.3,2132
17,12,0.0,61.0,2.7,2121
19,10,5.34,64.0,1.6,2192
3,12,0.54,174.0,1.2,2168
3,3,3.17,172.0,2.5,2195
29,7,15.02,53.0,1.5,2060
30,3,0.0,190.0,2.7,2135
27,12,0.0,24.0,2.5,2152
19,10,11.15,35.0,1.6,2036
16,2,2.97,194.0,1.8,2100
12,12,0.0,222.0,1.5,2192
23,7,2.44,140.0,2.3,2085
14,8,4.07,140.0,0.9,2108
21,3,11.99,217.0,1.6,2155
21,4,2.38,159.0,2.3,2040
2,3,9.97,176.0,0.8,2040
8,7,0.0,364.0,1.5,2099
5,3,16.52,248.0,0.8,2061
2,8,5.25,300.0,1.4,2041
15,1,8.74,366.0,2.4,2052
11,1,0.2,20.0,3.0,2021
19,4,4.58,33.0,2.7,2184
2,3,0.0,16.0,1.4,2200
14,11,2.46,201.0,2.1,2157
1,11,7.56,269.0,1.7,2183
31,5,25.4,340.0,1.0,2022
14,6,9.12,28.0,2.6,2079
14,8,15.39,106.0,0.8,2082
20,6,5.95,187.0,2.5,2163
17,12,14.14,16.0,1.5,2103
15,5,6.06,35.0,1.6,2046
27,6,10.62,236.0,1.3,2106
26,1,9.5,129.0,0.8,2057
17,7,0.0,102.0,2.2,2161
19,1,15.57,155.0,2.6,2063
31,3,1.32,265.0,2.8,2198
16,5,1.17,196.0,2.4,2193
3,1,0.0,128.0,2.2,2075
3,8,6.56,207.0,1.1,2030
12,9,6.28,125.0,1.7,2128
21,11,3.74,223.0,0.8,2035
16,11,0.0,145.0,3.2,2174
14,9,5.89,57.0,2.0,2127
27,2,11.6,208.0,1.7,2174
17,8,13.33,57.0,1.8,2173
9,6,8.42,149.0,1.9,2160
12,3,0.0,201.0,0.8,2103
23,1,0.0,246.0,2.2,2111
19,10,0.23,155.0,1.4,2037
16,1,4.14,112.0,1.3,2042
3,3,8.08,31.0,2.7,2180
13,4,19.86,16.0,2.0,2172
20,12,17.0,16.0,1.8,2156
7,10,0.0,160.0,2.3,2052
16,5,5.25,97.0,0.9,2172
11,12,0.0,93.0,2.3,2186
20,7,4.53,16.0,2.5,2089
20,9,4.49,62.0,1.9,2144
27,8,16.01,159.0,1.2,2090
14,4,8.59,24.0,2.5,2124
7,7,0.0,216.0,1.5,2192
16,3,11.44,135.0,1.7,2185
16,4,0.0,240.0,1.6,2040
16,9,2.73,87.0,2.5,2079
27,5,0.0,205.0,0.9,2147
8,4,9.24,183.0,1.8,2205
9,2,7.88,106.0,2.2,2165
19,4,1.83,66.0,2.1,2032
11,6,8.18,136.0,1.8,2061
28,9,7.06,59.0,2.2,2140
7,2,12.64,163.0,2.2,2083
11,7,2.2,180.0,1.0,2022
25,6,0.62,268.0,2.1,2115
8,8,5.61,158.0,2.1,2095
2,12,1.29,16.0,2.1,2171
27,3,8.38,97.0,2.9,2031
2,1,6.29,252.0,2.4,2138
29,7,4.87,156.0,1.7,2115
9,4,0.0,102.0,2.1,2113
13,11,0.0,45.0,2.3,2113
14,4,0.0,39.0,1.5,2149
17,12,0.0,150.0,2.4,2172
10,2,4.06,46.0,1.7,2110
2,1,0.0,203.0,0.8,2037
17,6,12.39,152.0,1.8,2142
17,3,10.45,126.0,2.6,2063
8,2,7.81,33.0,1.7,2130
12,12,13.22,80.0,2.5,2086
2,11,5.16,270.0,0.8,2181
17,4,0.0,146.0,2.2,2192
4,1,8.45,16.0,0.8,2135
16,5,3.92,201.0,2.4,2161
11,5,11.47,161.0,1.3,2037
24,12,0.0,137.0,1.9,2055
7,8,6.6,211.0,2.8,2132
3,12,2.92,116.0,1.5,2165
27,5,3.78,121.0,3.1,2030
30,12,5.36,135.0,2.0,2185
9,8,3.61,340.0,0.8,2044
30,9,6.12,96.0,2.3,2068
5,12,10.03,154.0,0.8,2098
2,3,13.69,139.0,3.2,2204
24,12,2.93,16.0,2.3,2045
16,1,13.24,83.0,1.4,2036
26,8,10.82,239.0,0.8,2060
25,10,6.8,20.0,2.0,2019
4,8,3.14,191.0,0.8,2120
24,6,23.55,227.0,0.8,2027
15,2,14.75,94.0,1.1,2168
13,1,4.62,358.0,1.3,2139
3,3,3.89,232.0,0.9,2041
1,1,0.0,176.0,1.7,2105
1,9,5.1,16.0,1.7,2071
5,4,0.0,142.0,2.7,2026
26,2,2.25,172.0,1.6,2132
12,4,1.67,62.0,1.4,2151
11,2,0.26,36.0,2.2,2073
18,5,0.0,158.0,2.5,2036
3,2,4.95,264.0,2.4,2101
12,1,11.69,16.0,1.6,2142
28,2,0.0,88.0,2.6,2146
11,6,19.4,180.0,2.0,2021
7,8,9.25,16.0,1.7,2175
15,11,0.0,104.0,2.0,2047
11,8,8.66,297.0,0.8,2084
4,3,3.17,16.0,1.6,2066
8,7,3.45,154.0,2.6,2151
26,3,0.0,179.0,1.0,2023
17,3,7.51,103.0,2.2,2059
11,8,2.56,270.0,1.2,2129
8,10,8.75,35.0,3.0,2177
18,4,1.83,164.0,1.0,2122
24,3,1.99,217.0,0.8,2157
9,7,9.73,16.0,2.0,2051
27,8,2.15,270.0,2.4,2085
8,1,5.68,64.0,2.1,2021
13,3,12.86,123.0,2.7,2202
2,8,0.0,149.0,2.3,2198
8,8,9.62,16.0,2.8,2094
22,12,7.21,66.0,2.1,2118
21,11,0.72,16.0,2.6,2165
2,5,3.12,134.0,2.1,2126
16,9,11.69,29.0,1.7,2138
8,7,5.8,220.0,2.0,2018
5,9,8.66,106.0,1.2,2154
29,4,14.91,249.0,3.8,2181
31,10,9.14,16.0,1.8,2167
24,11,3.57,89.0,1.7,2181
12,5,2.64,71.0,1.9,2100
24,1,7.15,216.0,2.3,2165
23,11,0.0,277.0,0.8,2075
21,6,15.4,160.0,1.0,2017
31,5,6.44,20.0,1.9,2023
11,12,19.3,50.0,2.5,2190
14,4,0.52,271.0,2.0,2139
17,3,7.1,81.0,1.9,2038
23,3,3.64,81.0,2.8,2027
14,8,15.3,139.0,1.2,2136
3,9,1.77,16.0,1.2,2111
