DAY,MONTH,RAINFALL,WIND_DIRECTION,WIND_SPEED,YEAR
5,3,8.8,317.0,2.5,2205
28,1,13.06,232.0,1.4,2078
1,9,1.9,190.0,2.3,2045
1,6,0.0,185.0,2.1,2079
22,9,8.34,118.0,2.2,2064
17,9,5.15,282.0,1.2,2054
3,6,0.0,272.0,1.5,2190
27,10,4.02,340.0,2.1,2025
10,8,0.0,1.0,2.2,2061
11,10,5.46,154.0,3.0,2089
23,9,2.49,306.0,2.3,2110
14,6,20.35,1.0,1.3,2029
26,2,9.99,74.0,0.9,2137
8,7,2.6,50.0,1.0,2017
2,7,0.0,1.0,1.9,2203
20,11,1.65,168.0,2.0,2073
15,2,12.86,119.0,1.2,2083
28,9,0.0,280.0,2.7,2145
14,11,12.1,147.0,2.4,2023
22,9,2.35,1.0,2.3,2081
21,4,5.03,214.0,2.9,2205
18,6,3.68,254.0,2.4,2103
19,8,3.72,117.0,2.7,2185
4,1,3.0,254.0,1.8,2165
19,11,-999.0,80.0,1.0,2024
18,3,0.0,112.0,2.2,2112
28,6,1.68,36.0,2.3,2129
23,8,10.29,1.0,2.3,2024
3,6,0.25,267.0,1.9,2108
9,6,15.7,240.0,1.3,2069
24,10,0.0,155.0,1.4,2124
9,6,12.71,219.0,1.9,2032
6,8,0.0,286.0,1.8,2092
28,6,8.14,235.0,1.8,2097
28,10,8.65,144.0,1.5,2112
25,6,4.24,1.0,3.2,2107
19,2,12.22,127.0,0.5,2057
11,11,13.99,1.0,1.5,2064
26,10,5.84,186.0,1.8,2041
22,1,5.08,1.0,2.6,2172
20,1,0.0,342.0,0.8,2028
7,8,3.12,236.0,1.8,2051
15,12,11.77,230.0,1.4,2161
23,5,6.33,367.0,2.6,2159
16,10,12.44,262.0,1.5,2123
22,6,0.0,161.0,1.2,2147
20,6,11.22,187.0,2.6,2127
7,11,0.0,213.0,1.2,2116
19,6,0.0,236.0,1.4,2110
20,6,1.47,308.0,2.3,2185
5,5,5.54,54.0,2.2,2030
10,2,2.19,249.0,1.0,2022
14,9,6.79,187.0,1.5,2046
27,2,7.51,106.0,1.6,2160
28,12,0.0,1.0,1.7,2066
13,10,16.26,142.0,1.8,2080
18,11,0.0,309.0,3.1,2033
18,10,11.83,81.0,0.9,2173
17,2,0.82,233.0,2.2,2168
10,12,0.0,102.0,1.9,2076
11,2,3.84,334.0,1.9,2056
25,12,0.0,273.0,2.0,2104
28,7,3.31,207.0,0.8,2140
10,11,0.6,2.0,0.7,2156
11,8,4.85,159.0,1.8,2176
5,6,6.48,233.0,1.5,2155
26,3,14.79,156.0,2.0,2164
7,3,0.0,133.0,2.0,2092
25,8,11.58,319.0,1.5,2206
31,5,0.0,341.0,0.5,2152
12,3,0.0,263.0,2.5,2116
6,5,2.76,117.0,1.5,2067
11,3,15.36,284.0,1.1,2078
15,2,2.85,212.0,1.3,2041
25,6,5.24,197.0,1.5,2162
21,1,0.0,112.0,1.7,2137
23,3,0.0,113.0,3.0,2183
7,10,0.0,256.0,1.6,2195
5,1,0.76,146.0,1.7,2029
2,3,0.0,192.0,1.8,2073
8,5,10.79,78.0,1.1,2140
22,2,0.42,150.0,2.1,2048
20,4,0.0,60.0,2.0,2023
5,3,4.62,117.0,1.5,2068
14,8,0.0,159.0,1.9,2032
9,5,6.43,320.0,1.7,2204
30,11,0.0,1.0,2.7,2112
14,8,6.69,33.0,1.3,2167
20,1,3.49,345.0,2.0,2071
11,10,15.53,214.0,1.6,2098
11,3,0.0,226.0,1.4,2134
22,12,0.0,204.0,2.2,2050
10,9,0.0,199.0,2.1,2141
13,12,0.0,175.0,1.4,2144
27,4,1.92,328.0,1.6,2196
16,2,0.0,198.0,1.5,2054
3,12,0.0,309.0,1.5,2042
12,1,0.0,160.0,1.5,2050
5,5,11.1,254.0,3.0,2054
25,12,2.47,245.0,1.3,2127
11,3,0.0,217.0,1.3,2055
27,4,0.0,76.0,1.8,2081
14,3,0.0,282.0,1.7,2140
10,1,0.0,214.0,1.8,2047
14,7,0.0,288.0,2.1,2075
26,3,6.44,121.0,1.6,2023
11,3,2.8,170.0,1.2,2076
5,3,0.0,255.0,2.0,2081
4,2,0.0,188.0,1.2,2076
18,4,11.08,246.0,2.2,2038
28,8,9.07,133.0,1.5,2178
16,11,0.0,218.0,2.1,2066
19,1,6.19,247.0,1.4,2094
6,8,8.44,204.0,1.3,2168
8,3,5.2,46.0,2.4,2147
19,5,4.02,146.0,1.7,2113
25,5,2.78,132.0,1.6,2055
20,8,0.0,171.0,1.6,2152
2,3,0.0,213.0,2.1,2079
21,4,5.7,300.0,1.3,2066
12,8,6.93,174.0,1.6,2203
23,8,19.02,284.0,0.8,2171
14,10,6.8,50.0,2.0,2019
26,12,1.47,260.0,1.5,2151
21,2,0.0,83.0,2.9,2033
26,2,4.76,298.0,1.5,2180
9,2,4.71,217.0,1.6,2176
7,5,0.0,132.0,1.8,2020
18,9,3.09,326.0,1.7,2181
3,1,3.6,145.0,1.7,2039
14,3,8.62,319.0,1.7,2035
14,6,0.0,247.0,0.9,2090
18,4,9.66,252.0,2.8,2098
18,7,0.0,123.0,0.9,2021
22,9,3.93,241.0,1.3,2202
14,2,2.41,156.0,2.4,2043
25,2,0.0,90.0,2.5,2106
1,12,0.0,334.0,2.1,2184
5,5,0.0,8.0,1.6,2134
17,8,0.0,173.0,1.8,2042
18,5,0.0,50.0,1.0,2024
28,5,0.0,259.0,1.9,2069
25,5,5.02,197.0,1.5,2198
30,4,2.27,302.0,1.4,2037
2,6,0.48,95.0,1.9,2097
17,9,5.74,1.0,2.5,2051
29,10,14.54,35.0,1.8,2107
15,12,0.0,193.0,2.9,2139
7,11,1.0,221.0,2.5,2176
22,2,6.51,149.0,2.5,2200
25,7,11.98,216.0,1.8,2077
21,11,19.67,186.0,1.2,2075
21,11,0.0,95.0,2.4,2024
16,12,9.59,323.0,1.2,2203
27,2,0.0,290.0,2.2,2122
26,12,2.23,109.0,1.6,2194
22,8,6.43,171.0,2.2,2039
26,12,13.55,78.0,1.3,2130
26,3,0.0,168.0,1.4,2079
21,11,4.76,264.0,2.9,2192
20,8,12.48,18.0,2.7,2034
3,6,2.76,1.0,2.5,2158
7,6,0.0,306.0,1.6,2201
14,9,0.0,154.0,2.6,2162
21,6,0.0,217.0,1.3,2083
1,1,9.19,1.0,2.5,2166
2,7,6.57,1.0,2.9,2038
19,5,1.88,312.0,1.8,2179
12,3,11.3,188.0,1.3,2113
14,2,0.0,248.0,2.1,2102
2,8,3.17,318.0,2.4,2035
5,9,1.52,70.0,2.3,2060
15,11,0.0,316.0,1.6,2118
20,4,5.87,117.0,1.3,2089
5,5,5.35,161.0,2.2,2043
12,4,21.65,216.0,1.2,2130
5,10,9.83,37.0,2.3,2059
25,10,0.0,50.0,2.0,2023
8,11,0.4,50.0,2.0,2022
31,1,0.0,91.0,2.5,2096
9,1,0.0,37.0,2.1,2042
6,2,0.0,261.0,1.9,2179
31,7,2.18,159.0,1.4,2187
7,12,2.34,159.0,1.6,2177
12,5,3.29,159.0,2.3,2093
18,8,2.97,23.0,2.6,2131
1,8,10.44,321.0,1.8,2189
16,1,0.91,326.0,1.9,2055
6,11,7.1,70.0,1.0,2022
15,11,0.0,221.0,1.6,2037
21,9,20.51,290.0,1.0,2090
1,11,0.0,248.0,2.6,2022
22,6,0.0,177.0,1.9,2063
15,12,0.1,146.0,1.6,2175
12,8,5.04,280.0,1.2,2055
5,5,7.79,275.0,2.1,2125
8,1,2.68,135.0,2.1,2073
5,5,0.01,326.0,2.1,2077
24,1,27.14,208.0,1.7,2159
1,6,10.5,40.0,2.0,2021
14,5,0.0,291.0,2.0,2185
4,10,0.0,153.0,2.7,2188
7,9,5.14,182.0,1.2,2095
1,10,6.79,190.0,1.9,2181
14,12,10.26,267.0,1.1,2100
26,12,0.0,28.0,2.9,2175
16,9,0.0,180.0,1.8,2075
17,6,0.0,302.0,2.0,2026
17,10,3.48,53.0,2.8,2070
24,6,7.16,173.0,2.8,2142
21,4,7.8,204.0,1.5,2033
13,8,0.0,187.0,2.0,2116
10,1,0.0,275.0,1.5,2049
4,10,0.51,237.0,1.6,2085
26,4,0.0,112.0,1.2,2100
21,2,3.03,181.0,2.2,2198
26,9,11.92,221.0,1.2,2190
24,9,12.2,139.0,1.7,2064
18,2,0.0,247.0,1.9,2043
19,4,0.0,174.0,1.5,2077
21,11,13.92,213.0,1.8,2161
1,2,4.69,178.0,1.8,2076
15,10,9.37,96.0,1.7,2188
3,2,0.0,198.0,1.9,2069
8,8,8.28,58.0,0.7,2053
9,10,6.96,284.0,2.1,2049
22,10,3.09,180.0,1.7,2023
26,8,8.73,220.0,0.8,2035
16,9,2.64,145.0,2.5,2046
4,1,0.0,190.0,3.1,2111
16,12,0.0,307.0,2.1,2032
13,10,3.31,214.0,1.6,2055
15,8,0.05,195.0,1.7,2195
14,12,2.8,225.0,1.7,2079
28,9,0.0,261.0,1.7,2180
30,5,7.02,156.0,2.3,2088
3,6,5.92,215.0,2.2,2104
11,11,5.29,39.0,2.3,2085
14,5,0.79,121.0,2.1,2117
15,8,3.89,349.0,1.1,2164
22,3,6.29,76.0,2.2,2190
25,8,4.72,164.0,1.5,2052
21,3,0.0,155.0,2.0,2042
1,10,0.0,284.0,2.3,2082
2,4,6.16,62.0,2.5,2074
23,10,10.14,77.0,1.4,2106
17,6,4.72,111.0,1.7,2121
11,3,8.05,178.0,1.8,2073
26,4,-1.0,30.0,2.0,2019
12,4,0.0,320.0,1.6,2175
11,2,1.56,138.0,1.7,2074
6,3,9.03,105.0,2.0,2163
25,11,0.0,270.0,1.6,2202
20,11,9.95,87.0,1.4,2171
1,9,0.0,93.0,1.8,2154
13,9,2.77,197.0,1.6,2044
23,9,0.0,193.0,1.9,2197
10,12,5.76,166.0,1.7,2173
15,11,0.0,101.0,1.3,2142
14,1,7.7,118.0,0.8,2196
22,8,0.0,223.0,2.4,2180
23,6,1.83,290.0,1.7,2088
14,1,5.6,212.0,0.9,2084
1,8,2.22,196.0,1.5,2133
9,7,2.34,191.0,1.2,2051
14,1,8.44,245.0,2.4,2070
29,12,0.0,293.0,1.7,2024
31,3,2.51,94.0,1.3,2139
24,3,3.21,320.0,1.4,2087
19,9,16.49,178.0,1.1,2087
16,12,0.0,142.0,2.0,2175
29,8,8.94,119.0,1.5,2185
28,5,9.16,343.0,1.5,2142
5,2,3.6,212.0,2.2,2050
21,7,0.0,356.0,2.1,2117
3,4,0.0,350.0,2.3,2106
17,9,6.31,148.0,3.1,2144
3,9,3.8,293.0,2.4,2099
8,1,4.6,219.0,2.1,2089
7,11,2.17,129.0,3.1,2152
16,4,8.85,213.0,1.8,2169
15,2,2.17,178.0,1.7,2112
8,7,0.0,46.0,2.9,2189
6,3,0.0,173.0,2.2,2117
15,4,0.0,181.0,1.2,2114
15,9,6.23,37.0,0.8,2177
22,11,0.49,92.0,2.0,2115
5,3,17.58,185.0,1.9,2062
23,12,0.0,1.0,3.1,2158
31,1,5.2,253.0,1.7,2024
31,3,7.28,259.0,1.4,2098
31,1,6.49,111.0,2.3,2130
19,7,1.2,80.0,2.0,2022
26,6,0.52,250.0,1.1,2163
28,1,19.35,223.0,2.9,2118
29,10,0.0,80.0,2.3,2050
2,5,12.48,352.0,1.2,2075
10,4,15.41,112.0,2.2,2125
18,11,0.74,202.0,1.0,2106
24,9,0.0,264.0,2.0,2169
24,4,3.2,202.0,1.8,2097
23,3,1.0,166.0,2.9,2097
26,8,0.0,311.0,1.8,2139
18,7,0.0,272.0,1.7,2062
29,6,0.0,120.0,1.8,2073
16,4,0.0,266.0,2.4,2130
6,1,0.0,157.0,2.3,2118
15,10,0.0,307.0,2.3,2159
1,10,0.0,147.0,2.4,2198
21,4,0.0,89.0,1.7,2055
30,12,5.48,173.0,1.9,2076
18,11,10.16,17.0,2.5,2076
14,7,2.3,272.0,1.3,2187
30,5,19.51,212.0,1.9,2038
3,11,0.0,35.0,2.8,2186
24,9,0.0,304.0,0.8,2158
16,5,13.74,288.0,1.2,2180
11,8,20.6,40.0,1.0,2020
13,3,0.0,1.0,1.8,2144
5,4,0.0,218.0,1.4,2120
12,8,19.2,55.0,1.3,2092
6,7,3.86,281.0,2.0,2074
26,6,0.0,109.0,0.6,2161
2,6,2.19,284.0,1.5,2064
11,1,0.0,186.0,1.0,2121
18,1,4.44,273.0,2.0,2082
19,12,9.32,1.0,2.1,2114
21,8,0.0,205.0,1.6,2049
9,5,5.67,174.0,1.9,2117
28,8,0.0,60.0,2.7,2152
4,8,0.0,21.0,2.0,2166
2,12,0.0,188.0,1.4,2136
22,3,0.0,188.0,1.8,2099
2,10,0.0,170.0,1.6,2193
28,5,4.37,128.0,2.7,2073
31,3,7.98,221.0,1.5,2104
27,11,3.8,47.0,1.6,2135
2,9,11.5,249.0,2.7,2077
14,8,0.0,221.0,1.7,2108
7,7,4.77,163.0,0.9,2139
22,11,1.76,1.0,1.4,2098
23,8,13.48,46.0,2.3,2046
12,2,12.94,247.0,1.2,2055
14,12,0.0,60.0,1.9,2052
31,7,1.73,178.0,1.2,2177
19,12,5.13,234.0,1.8,2049
2,2,6.6,298.0,1.7,2115
12,10,17.06,205.0,2.1,2035
6,2,0.0,248.0,1.2,2138
15,5,2.31,301.0,1.9,2033
14,1,1.67,246.0,1.9,2166
20,6,8.78,223.0,1.3,2136
8,9,23.97,288.0,2.3,2121
26,5,3.62,25.0,2.1,2135
20,8,0.0,185.0,1.9,2063
3,11,0.0,291.0,2.5,2159
12,5,0.0,191.0,1.8,2148
13,2,14.65,29.0,0.9,2025
25,5,0.0,191.0,1.4,2103
21,11,0.19,105.0,1.4,2126
21,7,12.0,280.0,1.0,2019
6,5,0.0,323.0,1.8,2188
29,3,4.92,217.0,1.5,2020
26,10,1.41,243.0,2.1,2064
5,4,4.51,148.0,1.2,2026
25,1,0.76,217.0,2.2,2163
19,6,1.9,219.0,1.3,2094
11,5,2.47,193.0,2.0,2175
15,7,2.27,214.0,0.9,2073
31,7,0.0,63.0,1.7,2020
20,8,0.0,275.0,2.4,2187
8,9,0.91,187.0,2.2,2172
4,9,4.94,272.0,1.7,2136
3,4,0.0,133.0,1.5,2155
10,2,3.71,224.0,1.7,2188
9,5,14.69,249.0,1.5,2055
27,4,0.0,211.0,1.8,2146
22,1,3.92,223.0,2.2,2196
10,11,23.47,29.0,2.6,2199
10,5,1.65,222.0,1.2,2033
17,8,1.19,99.0,2.6,2084
11,6,2.34,303.0,1.2,2055
4,4,0.0,15.0,1.8,2161
12,1,0.0,1.0,2.1,2048
5,11,0.0,247.0,2.5,2104
25,10,9.96,210.0,2.1,2111
21,9,13.43,238.0,2.1,2036
4,11,7.62,208.0,1.4,2041
2,9,8.84,130.0,1.6,2159
20,11,9.95,123.0,2.4,2179
27,6,13.77,39.0,2.6,2173
5,4,4.28,90.0,1.6,2078
9,8,12.85,289.0,2.3,2197
16,3,5.19,258.0,1.6,2120
26,1,1.42,302.0,1.6,2076
18,5,9.44,177.0,1.2,2087
17,10,9.49,156.0,0.9,2059
9,1,8.35,106.0,2.9,2145
7,11,9.42,178.0,2.1,2055
11,12,0.0,275.0,1.8,2080
15,10,0.0,87.0,2.7,2177
30,6,6.83,231.0,1.8,2104
1,10,6.56,25.0,1.5,2093
13,10,0.0,1.0,1.9,2058
7,1,0.0,165.0,1.5,2161
22,9,13.17,269.0,0.4,2195
24,6,20.1,152.0,1.7,2027
28,3,13.38,163.0,1.4,2173
27,8,0.53,189.0,1.8,2043
9,7,3.23,256.0,1.7,2042
15,10,0.0,168.0,2.9,2117
7,11,10.24,222.0,1.7,2087
13,11,3.62,70.0,2.8,2188
18,8,7.8,280.0,1.0,2017
10,1,0.56,229.0,2.2,2103
9,7,0.0,263.0,1.7,2126
21,6,7.2,129.0,1.1,2181
9,10,0.0,313.0,1.5,2129
3,10,0.0,88.0,2.2,2031
23,12,10.09,245.0,1.7,2046
3,3,11.61,214.0,0.7,2063
26,4,4.14,156.0,0.7,2143
27,5,5.4,156.0,1.6,2205
23,8,0.0,86.0,2.7,2085
20,3,2.87,187.0,2.1,2049
19,10,0.0,150.0,1.4,2101
19,3,0.41,54.0,1.3,2040
14,6,19.39,88.0,2.1,2098
21,8,0.0,273.0,1.6,2184
2,6,16.79,305.0,1.0,2142
2,11,20.06,222.0,1.8,2158
9,8,9.77,343.0,1.6,2143
27,10,0.0,61.0,2.6,2204
20,8,2.14,282.0,1.8,2189
11,4,9.65,184.0,2.3,2190
1,11,0.0,196.0,2.2,2079
5,2,7.02,257.0,0.7,2039
25,11,0.0,279.0,1.2,2027
13,7,7.58,244.0,2.0,2108
18,9,3.59,313.0,1.6,2170
6,12,10.67,75.0,1.6,2062
1,2,6.44,240.0,2.0,2058
7,12,0.0,214.0,1.0,2129
22,10,431.0,260.0,4.0,2024
23,11,4.28,1.0,2.3,2096
26,11,10.12,1.0,1.6,2166
26,4,0.0,84.0,1.0,2159
18,3,0.0,156.0,1.9,2165
9,2,0.0,1.0,2.6,2020
14,9,0.0,258.0,1.7,2147
22,12,5.24,297.0,1.9,2119
24,9,5.08,257.0,1.5,2020
5,4,13.41,190.0,1.9,2194
11,4,11.21,192.0,2.1,2129
11,8,2.42,176.0,2.3,2037
27,3,0.0,26.0,3.2,2194
31,1,9.51,253.0,1.0,2055
17,12,5.41,195.0,1.9,2127
25,3,0.0,344.0,1.8,2132
25,4,0.0,163.0,1.8,2137
4,7,11.78,199.0,1.2,2183
30,1,1.24,131.0,2.0,2110
30,1,0.0,123.0,1.5,2073
19,2,5.78,240.0,1.7,2182
21,12,17.23,67.0,0.7,2176
24,8,9.17,243.0,1.8,2111
25,1,0.0,360.0,2.0,2021
4,8,45.1,60.0,1.0,2020
2,4,11.27,162.0,1.0,2061
10,7,3.06,235.0,1.8,2152
23,12,9.79,1.0,2.6,2200
29,9,20.3,318.0,0.9,2029
7,10,6.53,155.0,2.9,2100
29,5,4.09,87.0,1.7,2090
16,5,7.11,218.0,2.6,2021
19,1,0.0,172.0,2.2,2188
27,4,0.0,189.0,2.1,2183
3,3,12.64,192.0,1.7,2174
6,10,0.0,1.0,2.3,2163
1,4,3.53,348.0,2.5,2053
1,12,0.0,342.0,3.0,2049
17,11,3.25,98.0,1.5,2183
31,8,5.05,219.0,1.7,2092
13,11,5.25,277.0,1.2,2056
13,3,12.45,174.0,2.2,2106
6,11,7.81,136.0,2.1,2092
23,1,11.03,246.0,0.8,2129
17,4,4.22,105.0,2.6,2140
9,10,1.54,131.0,1.4,2172
5,5,7.23,226.0,1.1,2059
3,12,14.71,124.0,1.0,2024
9,10,14.43,369.0,2.4,2065
25,10,6.71,330.0,1.5,2172
29,12,16.27,26.0,3.1,2088
15,7,0.35,86.0,1.0,2149
31,12,0.88,2.0,2.2,2153
3,11,0.0,262.0,1.8,2052
9,5,0.0,110.0,1.0,2023
18,3,0.0,161.0,1.6,2054
17,5,0.0,1.0,2.7,2057
18,11,4.66,260.0,2.0,2095
23,6,0.0,228.0,2.3,2061
6,10,0.0,21.0,2.4,2099
4,3,3.72,176.0,1.8,2119
13,9,15.07,1.0,2.2,2122
15,8,0.0,307.0,1.8,2079
26,5,10.59,131.0,2.4,2062
25,6,8.3,17.0,1.1,2040
13,9,0.0,197.0,2.3,2167
11,3,6.85,92.0,1.7,2085
22,11,0.0,61.0,2.5,2086
22,1,10.6,215.0,1.3,2129
15,5,1.14,207.0,2.3,2121
8,12,0.34,78.0,2.7,2116
1,3,0.0,211.0,2.2,2059
4,3,0.13,309.0,2.7,2078
15,11,0.0,142.0,1.6,2101
13,2,0.04,39.0,2.1,2194
7,4,0.0,308.0,2.3,2084
28,4,5.57,144.0,1.9,2165
25,6,8.58,230.0,1.4,2020
14,6,4.73,237.0,1.4,2110
4,5,9.1,197.0,1.9,2194
7,7,2.04,229.0,2.0,2068
5,5,11.82,286.0,1.8,2133
15,2,0.0,229.0,2.1,2148
3,4,11.79,115.0,1.6,2096
9,12,2.78,139.0,1.9,2175
17,1,6.18,246.0,2.3,2036
24,2,14.46,195.0,1.8,2135
24,1,7.78,169.0,2.1,2192
26,11,8.2,321.0,1.7,2073
1,6,5.7,336.0,1.8,2141
14,3,10.63,67.0,1.4,2030
25,9,0.0,28.0,2.4,2086
19,9,0.0,191.0,1.0,2204
16,10,2.14,138.0,1.3,2147
13,3,7.98,124.0,1.5,2109
28,12,2.34,154.0,1.4,2193
8,11,5.68,29.0,2.8,2206
28,7,3.95,267.0,1.1,2161
12,4,4.96,219.0,2.1,2038
7,9,8.78,359.0,1.5,2190
17,10,0.32,253.0,1.6,2129
23,6,0.0,285.0,1.3,2103
30,4,1.23,231.0,1.4,2160
12,9,0.0,346.0,1.4,2155
24,7,0.0,168.0,2.4,2151
21,5,8.98,173.0,1.2,2097
11,11,9.9,28.0,0.2,2138
29,10,8.31,103.0,1.7,2187
4,9,0.0,272.0,1.9,2205
6,8,0.45,135.0,1.6,2048
30,6,0.0,231.0,2.2,2151
30,5,0.0,277.0,1.7,2070
22,3,12.78,281.0,1.0,2200
31,5,0.0,196.0,1.2,2023
12,6,0.37,196.0,0.6,2082
27,4,0.0,179.0,1.6,2173
18,7,10.37,167.0,2.1,2119
14,6,0.0,189.0,1.8,2108
9,3,19.9,71.0,0.2,2116
