DAY,MONTH,RAINFALL,WIND_DIRECTION,WIND_SPEED,YEAR
2,1,0.0,197.0,2.3,2067
26,7,0.0,185.0,2.8,2145
2,11,7.3,229.0,2.1,2029
9,3,4.42,291.0,2.4,2164
25,2,0.0,10.0,2.3,2084
20,9,0.0,10.0,2.4,2121
6,6,0.0,172.0,2.1,2036
4,9,0.0,62.0,3.0,2071
14,2,11.27,117.0,2.0,2173
15,7,0.0,249.0,2.6,2080
6,10,1.81,245.0,2.4,2107
30,4,4.21,108.0,2.2,2125
16,8,5.51,154.0,2.0,2100
24,3,5.08,187.0,2.4,2135
18,7,2.74,250.0,2.7,2073
5,8,7.76,104.0,2.6,2107
15,1,15.44,182.0,2.6,2172
8,10,5.18,211.0,2.5,2073
31,5,14.59,45.0,1.8,2090
27,7,13.34,151.0,1.8,2143
6,3,4.04,147.0,2.5,2134
2,4,14.65,117.0,2.1,2034
8,11,6.18,170.0,2.0,2170
4,6,15.83,282.0,1.8,2178
23,8,8.83,112.0,2.4,2197
27,7,0.0,65.0,3.1,2032
24,11,7.84,175.0,2.4,2154
6,3,13.34,226.0,2.1,2187
25,11,10.97,173.0,2.2,2083
30,10,22.05,79.0,2.1,2044
17,2,2.13,173.0,2.3,2179
5,10,7.66,124.0,2.3,2039
3,8,15.21,185.0,2.1,2153
7,12,0.0,40.0,1.0,2022
24,11,3.73,86.0,2.7,2167
19,10,13.41,89.0,1.9,2129
11,12,15.77,317.0,2.3,2107
4,12,0.7,10.0,2.6,2060
26,5,7.35,10.0,1.4,2187
8,1,10.11,291.0,2.4,2106
27,11,14.18,316.0,2.0,2021
17,2,0.5,70.0,3.0,2024
1,9,10.9,100.0,1.6,2203
29,11,11.21,123.0,2.4,2145
23,3,1.83,196.0,2.5,2156
27,3,0.0,221.0,2.8,2023
21,1,16.0,184.0,1.9,2044
20,10,12.02,166.0,1.8,2078
23,1,6.74,180.0,2.2,2023
17,12,2.85,10.0,3.6,2039
11,1,0.0,87.0,2.8,2202
8,1,17.36,255.0,1.9,2095
11,1,7.31,154.0,2.2,2087
21,5,15.86,68.0,2.1,2117
25,4,12.12,254.0,1.5,2083
24,8,14.77,155.0,2.3,2203
1,1,14.25,118.0,1.8,2206
7,12,14.34,156.0,2.2,2080
18,5,8.9,180.0,2.0,2022
29,12,11.91,239.0,1.7,2100
16,10,7.93,96.0,2.3,2056
20,3,14.38,105.0,1.7,2195
23,6,10.71,183.0,2.3,2046
5,3,2.36,257.0,2.7,2205
28,1,6.45,71.0,1.6,2078
1,9,0.0,234.0,2.5,2045
1,6,6.66,10.0,2.2,2079
22,9,10.43,145.0,2.1,2064
17,9,10.91,273.0,1.6,2054
3,6,14.92,139.0,2.1,2190
27,10,9.86,177.0,2.2,2025
10,8,10.2,199.0,2.3,2061
11,10,24.22,97.0,1.2,2089
23,9,2.81,178.0,2.4,2110
14,6,10.8,73.0,2.0,2029
26,2,14.55,137.0,1.8,2137
8,7,0.0,70.0,2.0,2017
2,7,5.65,24.0,1.1,2203
20,11,12.88,77.0,1.4,2073
15,2,6.16,163.0,2.1,2083
28,9,14.02,230.0,2.1,2145
14,11,0.0,174.0,2.4,2023
22,9,8.94,70.0,2.3,2081
21,4,0.0,236.0,3.1,2205
18,6,5.84,87.0,2.3,2103
19,8,12.1,148.0,2.0,2185
4,1,13.82,181.0,2.3,2165
19,11,0.6,90.0,4.0,2024
18,3,14.14,219.0,2.2,2112
28,6,25.9,156.0,2.4,2129
23,8,10.9,292.0,2.4,2024
3,6,9.33,250.0,2.1,2108
9,6,7.19,243.0,2.0,2069
24,10,10.76,107.0,2.1,2124
9,6,14.44,186.0,2.3,2032
6,8,9.38,190.0,2.0,2092
28,6,19.9,171.0,1.9,2097
28,10,24.66,278.0,2.3,2112
25,6,11.29,176.0,1.1,2107
19,2,0.0,58.0,2.4,2057
11,11,17.88,177.0,2.1,2064
26,10,4.17,81.0,2.3,2041
22,1,0.0,191.0,2.6,2172
20,1,0.0,173.0,3.0,2028
7,8,2.52,168.0,2.4,2051
15,12,0.0,173.0,2.6,2161
23,5,16.39,272.0,2.5,2159
16,10,0.92,248.0,2.7,2123
22,6,9.22,205.0,2.3,2147
20,6,1.84,90.0,1.6,2127
7,11,3.65,18.0,2.8,2116
19,6,6.27,116.0,2.6,2110
20,6,3.43,219.0,2.3,2185
5,5,15.05,188.0,2.0,2030
10,2,12.71,209.0,2.3,2022
14,9,3.35,10.0,2.2,2046
27,2,9.6,192.0,2.2,2160
28,12,8.44,246.0,2.1,2066
13,10,0.0,68.0,2.4,2080
18,11,0.0,260.0,2.4,2033
18,10,4.02,153.0,2.6,2173
17,2,5.97,167.0,2.2,2168
10,12,5.05,115.0,2.4,2076
11,2,2.4,191.0,2.3,2056
25,12,4.68,196.0,2.7,2104
28,7,0.0,109.0,2.7,2140
10,11,1.48,107.0,2.4,2156
11,8,14.9,128.0,1.8,2176
5,6,16.99,230.0,2.1,2155
26,3,5.84,54.0,1.6,2164
7,3,17.48,255.0,2.4,2092
25,8,8.66,164.0,2.2,2206
31,5,0.0,177.0,2.3,2152
12,3,9.13,119.0,2.4,2116
6,5,16.31,222.0,2.2,2067
11,3,7.68,302.0,2.0,2078
15,2,13.89,167.0,2.0,2041
25,6,9.43,167.0,1.9,2162
21,1,24.94,10.0,3.5,2137
23,3,0.0,78.0,1.1,2183
7,10,6.22,10.0,1.9,2195
5,1,13.34,215.0,2.5,2029
2,3,9.55,111.0,2.1,2073
8,5,0.0,253.0,2.4,2140
22,2,9.62,273.0,2.1,2048
20,4,0.0,20.0,1.0,2023
5,3,18.23,162.0,1.5,2068
14,8,10.38,16.0,1.8,2032
9,5,3.34,41.0,2.1,2204
30,11,0.0,164.0,2.5,2112
14,8,0.05,101.0,2.8,2167
20,1,20.4,266.0,1.9,2071
11,10,8.65,83.0,2.2,2098
11,3,14.08,172.0,1.8,2134
22,12,9.1,51.0,2.2,2050
10,9,0.0,23.0,2.5,2141
13,12,11.56,17.0,2.0,2144
27,4,0.0,106.0,2.5,2196
16,2,13.53,214.0,2.1,2054
3,12,20.57,10.0,2.1,2042
12,1,5.83,227.0,2.5,2050
5,5,0.0,12.0,3.0,2054
25,12,13.11,183.0,1.9,2127
11,3,14.93,183.0,2.0,2055
27,4,7.61,144.0,1.8,2081
14,3,11.33,159.0,2.0,2140
10,1,8.97,14.0,1.9,2047
14,7,0.36,104.0,2.0,2075
26,3,2.42,69.0,2.4,2023
11,3,5.82,52.0,2.4,2076
5,3,2.57,129.0,2.4,2081
4,2,12.36,172.0,2.1,2076
18,4,16.13,90.0,1.9,2038
28,8,11.63,260.0,2.5,2178
16,11,18.45,287.0,2.0,2066
19,1,14.76,95.0,1.9,2094
6,8,13.47,95.0,2.3,2168
8,3,12.49,53.0,2.3,2147
19,5,18.25,232.0,2.0,2113
25,5,12.14,153.0,1.9,2055
20,8,4.94,168.0,2.7,2152
2,3,12.12,200.0,1.7,2079
21,4,6.28,150.0,2.1,2066
12,8,14.98,270.0,2.1,2203
23,8,7.39,130.0,2.4,2171
14,10,4.8,360.0,2.0,2019
26,12,6.62,228.0,2.1,2151
21,2,11.6,100.0,2.4,2033
26,2,22.08,178.0,1.9,2180
9,2,8.47,171.0,2.3,2176
7,5,2.86,103.0,2.2,2020
18,9,10.28,170.0,2.1,2181
3,1,15.53,304.0,2.3,2039
14,3,0.0,10.0,1.7,2035
14,6,4.91,203.0,2.5,2090
18,4,12.85,300.0,2.5,2098
18,7,0.0,158.0,2.2,2021
22,9,10.88,277.0,2.4,2202
14,2,10.58,135.0,2.4,2043
25,2,11.42,160.0,2.2,2106
1,12,20.23,138.0,2.0,2184
5,5,14.2,66.0,2.0,2134
17,8,0.0,218.0,2.7,2042
18,5,0.0,220.0,1.0,2024
28,5,6.96,203.0,2.1,2069
25,5,14.69,278.0,2.2,2198
30,4,3.41,169.0,2.4,2037
2,6,17.7,178.0,1.8,2097
17,9,0.88,61.0,2.5,2051
29,10,14.1,106.0,2.3,2107
15,12,8.49,216.0,2.3,2139
7,11,17.58,140.0,1.8,2176
22,2,4.85,200.0,2.3,2200
25,7,15.16,192.0,2.0,2077
21,11,0.0,103.0,2.5,2075
21,11,6.85,204.0,2.4,2024
16,12,12.61,254.0,2.3,2203
27,2,8.63,172.0,2.4,2122
26,12,8.96,281.0,2.3,2194
22,8,12.77,236.0,2.0,2039
26,12,3.12,123.0,2.4,2130
26,3,7.62,81.0,2.8,2079
21,11,13.84,129.0,2.0,2192
20,8,0.0,10.0,2.5,2034
3,6,0.0,42.0,2.5,2158
7,6,12.82,255.0,2.1,2201
14,9,5.0,155.0,2.1,2162
21,6,6.33,284.0,2.1,2083
1,1,5.76,151.0,2.4,2166
2,7,11.88,203.0,2.2,2038
19,5,1.74,168.0,1.9,2179
12,3,20.79,115.0,1.4,2113
14,2,5.68,151.0,2.3,2102
2,8,2.39,211.0,2.7,2035
5,9,1.85,192.0,2.4,2060
15,11,18.81,161.0,1.7,2118
20,4,14.5,179.0,1.8,2089
5,5,14.71,94.0,1.9,2043
12,4,0.99,85.0,2.4,2130
5,10,5.6,341.0,1.9,2059
25,10,5.6,40.0,1.0,2023
8,11,19.1,90.0,3.0,2022
31,1,3.15,178.0,2.6,2096
9,1,4.58,25.0,2.6,2042
6,2,0.0,154.0,2.9,2179
31,7,8.76,124.0,2.2,2187
7,12,1.88,75.0,2.6,2177
12,5,13.49,254.0,2.1,2093
18,8,0.0,86.0,2.7,2131
1,8,6.54,141.0,2.4,2189
16,1,14.87,10.0,2.0,2055
6,11,5.7,20.0,1.0,2022
15,11,19.21,148.0,1.9,2037
21,9,3.79,10.0,1.2,2090
1,11,6.31,155.0,1.7,2022
22,6,0.0,199.0,2.9,2063
15,12,13.97,36.0,1.8,2175
12,8,0.0,10.0,1.7,2055
5,5,0.0,114.0,2.9,2125
8,1,13.54,200.0,2.3,2073
5,5,18.77,27.0,1.8,2077
24,1,0.0,364.0,2.9,2159
1,6,22.1,90.0,4.0,2021
14,5,0.0,52.0,2.5,2185
4,10,2.35,131.0,2.8,2188
7,9,10.93,162.0,1.9,2095
1,10,5.27,223.0,2.1,2181
14,12,18.65,200.0,1.9,2100
26,12,6.33,312.0,2.0,2175
16,9,12.53,226.0,2.2,2075
17,6,7.03,105.0,2.4,2026
17,10,0.0,151.0,2.0,2070
24,6,4.54,165.0,1.9,2142
21,4,1.69,154.0,2.3,2033
13,8,6.63,104.0,2.2,2116
10,1,0.0,159.0,2.4,2049
4,10,14.25,153.0,2.1,2085
26,4,2.34,116.0,2.6,2100
21,2,16.67,180.0,2.0,2198
26,9,13.68,199.0,1.9,2190
24,9,16.6,196.0,2.1,2064
18,2,14.67,231.0,2.3,2043
19,4,0.0,36.0,2.7,2077
21,11,13.32,229.0,2.5,2161
1,2,13.06,110.0,2.1,2076
15,10,7.51,131.0,2.2,2188
3,2,16.46,196.0,1.9,2069
8,8,5.85,288.0,2.7,2053
9,10,0.0,230.0,1.4,2049
22,10,3.56,120.0,2.8,2023
26,8,16.57,111.0,1.8,2035
16,9,9.55,56.0,1.9,2046
4,1,8.06,73.0,2.0,2111
16,12,17.02,160.0,2.3,2032
13,10,4.15,185.0,2.4,2055
15,8,0.0,112.0,2.9,2195
14,12,8.07,173.0,2.3,2079
28,9,0.0,103.0,2.1,2180
30,5,8.44,58.0,2.0,2088
3,6,8.7,219.0,2.0,2104
11,11,14.14,258.0,1.7,2085
14,5,20.58,174.0,1.6,2117
15,8,8.49,239.0,2.7,2164
22,3,1.6,24.0,2.7,2190
25,8,7.76,293.0,2.5,2052
21,3,8.78,195.0,2.2,2042
1,10,12.42,236.0,2.0,2082
2,4,13.34,177.0,2.1,2074
23,10,5.72,238.0,2.1,2106
17,6,1.1,62.0,2.7,2121
11,3,10.35,154.0,2.3,2073
26,4,0.0,70.0,3.0,2019
12,4,12.47,161.0,2.1,2175
11,2,15.95,208.0,1.6,2074
6,3,11.62,38.0,2.6,2163
25,11,0.44,224.0,2.7,2202
20,11,15.57,140.0,2.0,2171
1,9,19.07,157.0,1.6,2154
13,9,12.5,209.0,1.9,2044
23,9,13.61,151.0,2.0,2197
10,12,14.28,252.0,1.8,2173
15,11,16.74,118.0,2.1,2142
14,1,8.72,148.0,2.3,2196
22,8,9.21,201.0,2.2,2180
23,6,7.79,205.0,2.1,2088
14,1,9.79,178.0,2.3,2084
1,8,4.03,106.0,2.2,2133
9,7,9.61,126.0,1.9,2051
14,1,8.89,261.0,2.4,2070
29,12,7.75,229.0,2.4,2024
31,3,6.71,216.0,2.3,2139
24,3,2.3,142.0,1.8,2087
19,9,8.24,230.0,2.1,2087
16,12,13.01,169.0,2.3,2175
29,8,14.91,297.0,2.0,2185
28,5,0.0,101.0,2.9,2142
5,2,18.54,121.0,1.9,2050
21,7,14.18,242.0,1.8,2117
3,4,0.27,166.0,2.0,2106
17,9,14.61,167.0,1.9,2144
3,9,0.0,14.0,1.7,2099
8,1,6.06,10.0,2.3,2089
7,11,2.56,148.0,2.2,2152
16,4,6.28,170.0,2.1,2169
15,2,9.62,83.0,2.1,2112
8,7,10.43,153.0,2.0,2189
6,3,2.8,32.0,1.9,2117
15,4,10.75,134.0,2.2,2114
15,9,13.6,117.0,2.2,2177
22,11,6.54,222.0,2.2,2115
5,3,6.0,228.0,2.7,2062
23,12,0.0,34.0,3.1,2158
31,1,0.0,169.0,2.5,2024
31,3,11.63,99.0,2.1,2098
31,1,10.0,109.0,2.0,2130
19,7,-1.0,90.0,2.0,2022
26,6,13.88,282.0,2.1,2163
28,1,0.0,49.0,2.0,2118
29,10,17.23,53.0,2.1,2050
2,5,7.75,209.0,2.7,2075
10,4,6.92,182.0,2.1,2125
18,11,3.38,27.0,2.5,2106
24,9,0.0,10.0,1.1,2169
24,4,5.19,176.0,2.2,2097
23,3,16.19,197.0,2.0,2097
26,8,4.36,310.0,2.8,2139
18,7,4.36,279.0,2.3,2062
29,6,4.96,235.0,2.8,2073
16,4,13.79,159.0,2.0,2130
6,1,5.21,44.0,2.0,2118
15,10,12.64,146.0,2.2,2159
1,10,11.86,173.0,2.3,2198
21,4,3.38,187.0,2.6,2055
30,12,4.75,296.0,2.7,2076
18,11,14.34,96.0,1.6,2076
14,7,8.66,174.0,2.2,2187
30,5,0.0,125.0,2.5,2038
3,11,14.51,154.0,2.0,2186
24,9,0.51,92.0,2.4,2158
16,5,18.19,263.0,1.7,2180
11,8,0.0,140.0,2.0,2020
13,3,0.0,141.0,2.8,2144
5,4,10.36,89.0,1.6,2120
12,8,0.0,47.0,2.4,2092
6,7,3.19,252.0,2.3,2074
26,6,9.08,94.0,1.9,2161
2,6,5.48,268.0,2.0,2064
11,1,0.0,10.0,3.2,2121
18,1,4.65,220.0,2.2,2082
19,12,0.0,101.0,2.6,2114
21,8,17.1,156.0,2.0,2049
9,5,15.34,117.0,2.3,2117
28,8,16.52,10.0,2.0,2152
4,8,14.84,246.0,1.9,2166
2,12,10.31,268.0,2.0,2136
22,3,1.69,167.0,2.3,2099
2,10,16.23,163.0,2.0,2193
28,5,0.0,214.0,2.3,2073
31,3,24.68,223.0,2.1,2104
27,11,0.0,66.0,2.5,2135
2,9,8.36,175.0,2.8,2077
14,8,18.54,246.0,1.7,2108
7,7,3.35,48.0,2.3,2139
22,11,5.52,128.0,2.6,2098
23,8,13.67,208.0,2.3,2046
12,2,8.3,210.0,2.7,2055
14,12,0.0,172.0,2.4,2052
31,7,4.51,220.0,2.3,2177
19,12,5.75,168.0,2.6,2049
2,2,19.22,217.0,1.8,2115
12,10,2.18,10.0,2.0,2035
6,2,6.17,71.0,2.4,2138
15,5,3.07,222.0,2.4,2033
14,1,5.92,144.0,2.4,2166
20,6,16.94,170.0,1.9,2136
8,9,9.57,63.0,1.8,2121
26,5,5.78,166.0,2.5,2135
20,8,12.66,136.0,2.0,2063
3,11,3.0,156.0,2.1,2159
12,5,14.64,93.0,2.2,2148
13,2,0.0,133.0,2.5,2025
25,5,0.0,105.0,2.5,2103
21,11,7.63,150.0,2.0,2126
21,7,21.4,360.0,2.0,2019
6,5,9.6,134.0,2.3,2188
29,3,13.56,225.0,1.7,2020
26,10,2.52,208.0,2.1,2064
5,4,16.71,57.0,1.9,2026
25,1,4.73,205.0,2.4,2163
19,6,5.22,131.0,2.3,2094
11,5,3.62,122.0,2.1,2175
15,7,7.94,199.0,2.5,2073
31,7,0.0,124.0,2.4,2020
20,8,14.12,183.0,2.2,2187
8,9,6.6,183.0,2.2,2172
4,9,11.94,159.0,2.2,2136
3,4,7.66,230.0,2.2,2155
10,2,15.87,130.0,1.7,2188
9,5,2.47,194.0,2.3,2055
27,4,4.55,176.0,2.6,2146
22,1,14.66,234.0,2.3,2196
10,11,14.01,164.0,2.0,2199
10,5,10.9,112.0,2.0,2033
17,8,0.0,120.0,2.3,2084
11,6,8.7,214.0,2.3,2055
4,4,13.49,100.0,2.2,2161
12,1,0.0,117.0,2.2,2048
5,11,8.62,181.0,2.1,2104
25,10,9.9,114.0,2.1,2111
21,9,7.25,177.0,2.3,2036
4,11,10.98,225.0,1.9,2041
2,9,3.19,145.0,2.4,2159
20,11,14.36,140.0,2.0,2179
27,6,6.78,124.0,2.2,2173
5,4,2.52,192.0,2.6,2078
9,8,19.39,210.0,1.4,2197
16,3,10.17,164.0,2.3,2120
26,1,6.69,178.0,2.5,2076
18,5,0.0,120.0,2.0,2087
17,10,20.16,227.0,1.5,2059
9,1,3.87,122.0,2.1,2145
7,11,4.93,169.0,2.3,2055
11,12,0.0,170.0,2.4,2080
15,10,1.96,96.0,2.4,2177
30,6,0.0,203.0,2.7,2104
1,10,15.79,215.0,2.3,2093
13,10,13.83,55.0,2.2,2058
7,1,9.36,215.0,2.3,2161
22,9,0.0,10.0,1.5,2195
24,6,14.35,129.0,1.6,2027
28,3,11.73,244.0,2.3,2173
27,8,9.77,225.0,2.5,2043
9,7,6.47,173.0,2.1,2042
15,10,1.92,173.0,2.5,2117
7,11,5.66,240.0,2.2,2087
13,11,10.02,219.0,2.6,2188
18,8,3.8,320.0,2.0,2017
10,1,10.2,204.0,2.0,2103
9,7,18.09,106.0,1.6,2126
21,6,4.48,130.0,2.6,2181
9,10,9.5,110.0,2.0,2129
3,10,6.15,148.0,2.3,2031
23,12,13.35,231.0,2.2,2046
3,3,10.58,214.0,2.0,2063
26,4,0.0,22.0,3.1,2143
27,5,11.96,155.0,2.2,2205
23,8,3.31,130.0,2.5,2085
20,3,0.0,128.0,2.9,2049
19,10,5.31,207.0,2.1,2101
19,3,0.0,76.0,2.3,2040
14,6,10.75,251.0,2.4,2098
21,8,10.27,226.0,2.3,2184
2,6,17.03,91.0,1.7,2142
2,11,0.0,10.0,1.1,2158
9,8,6.34,156.0,2.6,2143
27,10,4.0,147.0,2.5,2204
20,8,12.93,10.0,1.8,2189
11,4,12.56,302.0,1.9,2190
1,11,4.24,253.0,2.5,2079
5,2,0.0,10.0,1.5,2039
25,11,23.77,10.0,2.5,2027
13,7,8.81,107.0,2.4,2108
18,9,2.71,102.0,2.5,2170
6,12,12.96,269.0,1.9,2062
1,2,3.1,131.0,2.5,2058
7,12,11.04,55.0,1.6,2129
22,10,528.5,340.0,6.0,2024
23,11,3.5,90.0,2.2,2096
26,11,10.86,184.0,1.7,2166
26,4,0.0,140.0,3.2,2159
18,3,9.29,235.0,1.7,2165
9,2,11.77,160.0,2.1,2020
14,9,6.17,191.0,2.0,2147
22,12,7.76,130.0,1.9,2119
24,9,15.05,132.0,1.6,2020
5,4,14.31,220.0,2.3,2194
11,4,10.07,284.0,2.3,2129
11,8,11.3,153.0,2.1,2037
27,3,14.58,110.0,1.7,2194
31,1,3.44,294.0,2.3,2055
17,12,18.77,62.0,1.5,2127
25,3,7.64,157.0,2.3,2132
25,4,18.08,275.0,1.9,2137
4,7,10.92,179.0,2.1,2183
30,1,1.0,196.0,2.5,2110
30,1,3.69,126.0,2.3,2073
19,2,5.26,216.0,2.0,2182
21,12,28.04,106.0,2.0,2176
24,8,14.95,220.0,1.8,2111
25,1,0.0,40.0,2.0,2021
4,8,42.4,30.0,2.0,2020
2,4,14.42,213.0,2.5,2061
10,7,19.0,180.0,1.9,2152
23,12,12.84,89.0,2.0,2200
29,9,7.75,84.0,2.3,2029
7,10,4.72,131.0,2.6,2100
29,5,7.41,107.0,2.3,2090
16,5,9.89,118.0,1.7,2021
19,1,20.51,229.0,1.9,2188
27,4,4.36,92.0,2.1,2183
3,3,15.41,198.0,2.3,2174
6,10,24.56,237.0,2.0,2163
1,4,7.05,257.0,2.4,2053
1,12,5.18,180.0,2.6,2049
17,11,2.94,277.0,2.5,2183
31,8,13.07,131.0,1.6,2092
13,11,2.6,81.0,2.4,2056
13,3,4.46,182.0,2.4,2106
6,11,15.92,187.0,2.1,2092
23,1,8.45,105.0,2.3,2129
17,4,8.68,112.0,2.3,2140
9,10,16.54,173.0,2.1,2172
5,5,12.23,162.0,1.8,2059
3,12,12.27,151.0,2.1,2024
9,10,19.04,58.0,2.2,2065
25,10,7.7,187.0,2.2,2172
29,12,0.0,149.0,1.3,2088
15,7,18.32,215.0,1.7,2149
31,12,17.05,201.0,2.0,2153
3,11,16.34,140.0,2.0,2052
9,5,5.6,190.0,1.0,2023
18,3,3.99,204.0,2.4,2054
17,5,27.4,268.0,1.9,2057
18,11,16.95,138.0,1.8,2095
23,6,23.01,137.0,1.5,2061
6,10,0.0,10.0,1.7,2099
4,3,1.83,174.0,2.4,2119
13,9,15.59,249.0,2.3,2122
15,8,4.16,231.0,2.5,2079
26,5,3.2,10.0,1.8,2062
25,6,15.74,186.0,1.9,2040
13,9,0.0,104.0,2.6,2167
11,3,10.77,126.0,2.1,2085
22,11,8.68,116.0,2.2,2086
22,1,8.15,172.0,2.0,2129
15,5,3.28,108.0,2.1,2121
8,12,0.0,100.0,2.4,2116
1,3,12.85,214.0,2.0,2059
4,3,6.14,106.0,2.2,2078
15,11,15.56,94.0,2.2,2101
13,2,6.53,220.0,2.4,2194
7,4,18.31,224.0,2.0,2084
28,4,8.43,153.0,2.1,2165
25,6,7.14,209.0,2.6,2020
14,6,10.07,176.0,2.2,2110
4,5,7.83,127.0,2.4,2194
7,7,13.11,126.0,2.4,2068
5,5,12.99,215.0,2.6,2133
15,2,17.45,214.0,1.8,2148
3,4,0.0,199.0,2.8,2096
9,12,8.68,69.0,2.3,2175
17,1,10.55,112.0,2.2,2036
24,2,12.09,145.0,2.2,2135
24,1,18.06,34.0,2.0,2192
26,11,15.14,294.0,2.0,2073
1,6,7.94,48.0,2.3,2141
14,3,10.72,158.0,2.3,2030
25,9,14.44,93.0,1.9,2086
19,9,17.85,124.0,2.0,2204
16,10,17.36,231.0,2.0,2147
13,3,10.25,193.0,2.2,2109
28,12,3.96,172.0,2.5,2193
8,11,18.48,303.0,2.3,2206
28,7,7.39,120.0,2.4,2161
12,4,12.54,266.0,2.2,2038
7,9,3.36,10.0,1.7,2190
17,10,13.76,273.0,2.4,2129
23,6,21.29,228.0,1.7,2103
30,4,9.85,192.0,2.0,2160
12,9,6.7,142.0,2.2,2155
24,7,10.28,171.0,2.4,2151
21,5,0.0,10.0,2.5,2097
11,11,16.58,175.0,1.6,2138
29,10,23.06,23.0,2.6,2187
4,9,16.56,155.0,1.5,2205
6,8,5.62,219.0,2.0,2048
30,6,7.42,143.0,2.5,2151
30,5,12.88,165.0,2.0,2070
22,3,4.51,33.0,2.2,2200
31,5,16.83,138.0,1.7,2023
12,6,0.02,151.0,3.0,2082
27,4,2.22,182.0,2.4,2173
18,7,17.68,243.0,1.9,2119
14,6,10.29,142.0,2.0,2108
9,3,4.02,10.0,2.3,2116
